DEPTID|UFID|END_DATE|title|SAL_ADMIN_PLAN|uri|remove|hr_title|START_DATE
26010600|58137720|NULL|Student Affairs, Coordinator 1|TA12|||STUDENT AFFAIRS, , CRD 1|2010-08-09
32060300|08119550|NULL|Affiliate Lecturer|CTSY|||AFFL LECTURER|2010-10-06
56021100|18134628|NULL|Information Technology Expert|TA12|||IT EXPERT|2011-10-03
23010200|75857620|NULL|Adjunct Lecturer|OF09|||ADJ LECTURER|2014-08-16
30170000|13489761|NULL|Chief Resident|HOUS|||CHIEF RESIDENT|2009-07-01
24010000|42808460|NULL|Adjunct Professor|OF09|||ADJ PROF|2011-08-16
23020000|28452240|NULL|Adjunct Lecturer|OF09|||ADJ LECTURER|2005-11-01
24010000|53418170|NULL|Adjunct Professor|OF09|||ADJ PROF|2005-01-28
31010000|35545865|NULL|Courtesy Assistant Professor|CTSY|||CO AST PROF|2006-03-09
16940100|23154691|NULL|Adjunct Lecturer|OF09|||ADJ LECTURER|2012-11-06
29040100|70854938|NULL|Chief Resident|HOUS|||CHIEF RESIDENT|2011-07-01
29310204|89676450|NULL|Joint Research Assistant Professor|CTSY|||JNT RES AST PROF|2013-05-28
18080000|61698044|NULL|Adjunct Lecturer|OF09|||ADJ LECTURER|2013-01-01
67010000|91017440|NULL|Multipurpose Facility, Assistant Director 3|TA12|||MULTIPURPOSE FACIL, AST DIR 3|2007-02-23
29080100|69184320|NULL|Research Programs/Services, Coordinator 4|TA12|||RESEARCH PROGS/SVCS, CRD 4|1997-12-01
70010000|75946100|NULL|Facilities Planning, Coordinator 3|TA12|||FACILITIES PLANNING, CRD 3|1994-08-26
29060000|66708730|NULL|Program Director  and  Associate Professor|FA12|||PRG DIR & ASO PROF|2001-01-01
14200200|54510805|NULL|Information Technology Analyst 1|TA12|||IT ANALYST 1|2012-03-12
34130000|36698850|NULL|Courtesy Clinical Professor|CTSY|||CO CLIN PROF|2007-05-18
29050400|40211290|NULL|Associate Program Director  and  Professor|FACM|||ASO PRG DIR & PROF|2004-06-18
29050400|63471101|NULL|Clinical Professor|FACM|||CLIN PROF|2006-12-01
60060000|85453510|NULL|Affiliate Lecturer|CTSY|||AFFL LECTURER|2004-06-18
18180600|51744350|NULL|Adjunct Lecturer|OF09|||ADJ LECTURER|2012-05-15
29200000|68389550|NULL|Chief  and  Clinical Professor|FACM|||CHIEF & CLIN PROF|2005-07-01
60760000|39564560|NULL|Biological Scientist|TU2E|||BIOLOGICAL SCIENTIST|2008-01-02
32060300|68371801|NULL|Affiliate Lecturer|CTSY|||AFFL LECTURER|2008-09-24
56020500|94273290|NULL|Museum Operations, Coordinator 3|TA12|||MUSEUM OPERATIONS, CRD 3|2002-07-05
32060000|83117145|NULL|Information Technology Expert|TA12|||IT EXPERT|2014-06-02
60760000|28252470|NULL|Education Media/Communicationsunic, Coordinator 3|TA12|||EDUC MEDIA/COMMUNIC, CRD 3|2001-01-22
15010000|66900505|NULL|Information Technology Expert|TA12|||IT EXPERT|2007-01-02
29070100|57111037|NULL|Courtesy Assistant Professor|CTSY|||CO AST PROF|2010-07-01
30090000|83512864|NULL|Clinical Programs, Coordinator 2|TA12|||CLINICAL PROGRAMS, CRD 2|2013-09-06
60310000|64641361|NULL|Facilities Planning, Coordinator 3|TA12|||FACILITIES PLANNING, CRD 3|2005-01-03
14800000|72845030|NULL|Information Technology Manager|TA12|||INFORMATION TECHNOLOGY MGR|1985-02-27
33030000|48914140|NULL|Adjunct Lecturer|OF12|||ADJ LECTURER|2014-05-16
60351037|02751901|NULL|County Extension Director  and  Extension Agent III|FA12|||CTY EXT DIR & EXT AGENT III|2007-04-20
28100000|03886129|NULL|Adjunct Lecturer|OF12|||ADJ LECTURER|2010-07-13
29050600|97904882|NULL|Information Technology Expert|TA12|||IT EXPERT|2006-03-06
57140100|88212730|NULL|Affiliate Lecturer|CTSY|||AFFL LECTURER|2014-04-18
62010700|94214113|NULL|Human Resources, Director 6|TA12|||HUMAN RESOURCES, DIRECTOR 6|2003-01-21
29090500|80694040|NULL|Clinical Programs, Coordinator 2|TA12|||CLINICAL PROGRAMS, CRD 2|2012-06-01
04030000|83649570|NULL|Adjunct Professor|OF12|||ADJ PROF|1967-09-01
32060300|38969908|NULL|Affiliate Lecturer|CTSY|||AFFL LECTURER|2006-11-02
60190000|22578600|NULL|Courtesy Research Professor|CTSY|||CO RES PROF|1974-07-15
07700100|73692273|NULL|Information Technology Expert|TA12|||IT EXPERT|2007-08-28
19050000|80977763|NULL|Courtesy Scholar|CTSY|||CO SCHOLAR|2014-04-21
34030000|44729020|NULL|Affiliate Research Assistant Professor|CTSY|||AFFL RES AST PROF|2014-08-15
14800000|60920920|NULL|Information Technology Manager|TA12|||INFORMATION TECHNOLOGY MGR|2011-09-30
60070000|17940200|NULL|Adjunct Professor|OF12|||ADJ PROF|2009-12-11
27010708|33797963|NULL|Information Technology Expert|TA12|||IT EXPERT|2005-06-27
60210000|92021580|NULL|Courtesy Assistant Professor|CTSY|||CO AST PROF|2000-01-01
60090000|50996821|NULL|Courtesy Assistant Professor|CTSY|||CO AST PROF|2006-07-01
30150000|83479626|NULL|Courtesy Clinical Professor|CTSY|||CO CLIN PROF|2013-05-10
60760000|97826260|NULL|Engineering Technician, Senior|US2E|||ENGINEERING TECH, SR|1990-07-23
29051900|23641924|NULL|Chief  and  Clinical Professor|FACM|||CHIEF & CLIN PROF|2012-06-22
30090000|37889492|NULL|Information Technology Expert|TA12|||IT EXPERT|2011-08-01
33040000|40113760|NULL|Adjunct Professor|OF12|||ADJ PROF|2007-07-05
23030000|51229190|NULL|Courtesy Assistant Professor|CTSY|||CO AST PROF|2004-06-18
05250000|61977520|NULL|Multipurpose Facility, Assistant Director 3|TA12|||MULTIPURPOSE FACIL, AST DIR 3|2000-07-05
28040000|26208670|NULL|Courtesy Assistant Professor|CTSY|||CO AST PROF|2011-03-28
33030000|38506840|NULL|Courtesy Assistant Professor|CTSY|||CO AST PROF|2013-09-01
60352045|48989330|NULL|County Extension Director  and  Extension Agent III|FA12|||CTY EXT DIR & EXT AGENT III|2000-01-01
07700200|05988900|NULL|Telecommunications Supervisor|US2E|||TELECOMMUNICATIONS SPV|1986-08-25
33050000|42854870|NULL|Biological Scientist|TU2E|||BIOLOGICAL SCIENTIST|1991-07-08
60140000|80679841|NULL|Courtesy Assistant Professor|CTSY|||CO AST PROF|2006-09-21
31030000|43978801|NULL|Courtesy Assistant Professor|CTSY|||CO AST PROF|2008-02-06
28050000|39086850|NULL|Biological Scientist|US2E|||BIOLOGICAL SCIENTIST|1987-01-20
19010400|84936079|NULL|Education/Training Programs, Coordinator 3|TA12|||EDUC/TRAINING PROGS, CRD 3|2009-10-27
16010300|58240590|NULL|Information Technology Expert|TA12|||IT EXPERT|2001-03-05
25050000|51162721|NULL|Courtesy Assistant Professor|CTSY|||CO AST PROF|2013-08-30
60210000|15300030|NULL|Courtesy Assistant Professor|CTSY|||CO AST PROF|2012-05-01
60872000|97679020|NULL|Biological Scientist|TU2E|||BIOLOGICAL SCIENTIST|2010-10-29
34170200|79508060|NULL|Adjunct Professor|OF12|||ADJ PROF|2004-07-30
30090000|68453490|NULL|Clinical Programs, Coordinator 3|TA12|||CLINICAL PROGRAMS, CRD 3|2013-09-06
34130000|26802135|NULL|Courtesy Clinical Postdoctoral Associate|CTSY|||CO CLIN POSTDOC ASO|2013-09-01
29130000|10698710|NULL|Chief  and  Professor|FACM|||CHIEF & PROF|1991-01-07
29350000|18853940|NULL|Program Director  and  Associate Professor|FACM|||PRG DIR & ASO PROF|2004-06-18
29150000|95104836|NULL|Biological Scientist|TU2E|||BIOLOGICAL SCIENTIST|2002-12-24
17200300|80473940|NULL|Student Affairs, Coordinator 1|TA12|||STUDENT AFFAIRS, , CRD 1|1994-07-01
29080100|03401250|NULL|Laboratory Manager|TU2E|||LABORATORY MGR|2000-11-10
16360100|73438350|NULL|Courtesy Postdoctoral Associate|CTSY|||CO POSTDOC ASO|2007-05-04
16240100|56791169|NULL|Courtesy Assistant Professor|CTSY|||CO AST PROF|2012-02-01
14330200|51074030|NULL|Systems Administrative/Programmer 2|TA12|||Systems Admin/Programmer 2|2007-07-06
29350000|18853940|NULL|Program Director  and  Associate Professor|FACM|||PRG DIR & ASO PROF|1989-06-15
33070100|84906160|NULL|Courtesy Assistant Professor|CTSY|||CO AST PROF|1981-01-01
60352001|97031590|NULL|Extension Agent III|FA12|||EXT AGENT III|1989-07-05
29290000|05629681|NULL|Courtesy Clinical Professor|CTSY|||CO CLIN PROF|2004-06-18
29680100|50148580|NULL|Research Programs/Services, Coordinator 4|TA12|||RESEARCH PROGS/SVCS, CRD 4|1988-08-29
31030000|47836311|NULL|Courtesy Assistant Professor|CTSY|||CO AST PROF|2009-09-29
17060300|63876050|NULL|Public Functions, Coordinator 1|TA12|||PUBLIC FUNCTIONS, CRD 1|2014-01-22
19020000|82865860|NULL|Distinguished Professor|FA09|||DIS PROF|1994-12-30
60180000|81879048|NULL|Biological Scientist|TU2E|||BIOLOGICAL SCIENTIST|2004-03-12
14900100|63035040|NULL|End User Computing Specialist 3|TA12|||END USER COMPUTING SPEC 3|2001-01-02
70010000|19814250|NULL|Information Technology Expert|TA12|||IT EXPERT|2001-05-21
23040000|61348290|NULL|Adjunct Lecturer|OF09|||ADJ LECTURER|2011-08-16
30090000|96360788|NULL|Chief  and  Clinical Professor|FACM|||CHIEF & CLIN PROF|2004-08-02
52050000|43421530|NULL|Education/Training Programs, Associate Director 5|TA12|||EDUC/TRAINING PROGS, ASO DIR 5|1988-09-06
13040100|43152421|NULL|Adjunct Lecturer|OF09|||ADJ LECTURER|2007-08-16
14800000|12765580|NULL|Application Developer Analyst 3|TA12|||APPLICATION DEVELOPER ANLST 3|2000-10-13
29050700|89940159|NULL|Chief  and  Professor|FACM|||CHIEF & PROF|2011-09-25
16010300|49913942|NULL|Information Technology Expert|TA12|||IT EXPERT|2010-03-19
56021102|89164680|NULL|Museum Operations, Coordinator 3|TA12|||MUSEUM OPERATIONS, CRD 3|1979-04-16
29091000|77817710|NULL|Chief  and  Clinical Professor|FACM|||CHIEF & CLIN PROF|NULL
60100000|97667680|NULL|Biological Scientist|TU2E|||BIOLOGICAL SCIENTIST|2012-11-06
20010200|41391201|NULL|Academic Programs, Coordinator 1|TA12|||ACADEMIC PROGRAMS, CRD 1|2012-02-06
60460000|85644373|NULL|Biological Scientist|TU2E|||BIOLOGICAL SCIENTIST|2003-11-03
60210000|87072876|NULL|Courtesy Assistant Professor|CTSY|||CO AST PROF|2000-01-01
33050000|52366210|NULL|Adjunct Lecturer|OF12|||ADJ LECTURER|2010-08-16
29190000|57069880|NULL|Research Programs/Services, Coordinator 4|TA12|||RESEARCH PROGS/SVCS, CRD 4|1995-07-13
29120000|59906909|NULL|Chief Resident|HOUS|||CHIEF RESIDENT|2011-07-01
60310000|90111670|NULL|Facilities Planning, Coordinator 3|TA12|||FACILITIES PLANNING, CRD 3|2014-03-17
29190000|57694561|NULL|Courtesy Assistant Professor|CTSY|||CO AST PROF|2012-01-01
29060000|37632400|NULL|Affiliate Research Assistant Professor|CTSY|||AFFL RES AST PROF|2011-01-01
28040000|38486670|NULL|Courtesy Assistant Professor|CTSY|||CO AST PROF|2011-02-07
34060300|99162803|NULL|Clinical Programs, Coordinator 2|TA12|||CLINICAL PROGRAMS, CRD 2|2007-01-17
29120000|41411141|NULL|Courtesy Assistant Professor|CTSY|||CO AST PROF|2013-07-01
48000000|89115300|NULL|Information Technology Expert|TA12|||IT EXPERT|2013-01-04
60230000|83311753|NULL|Biological Scientist|TU2E|||BIOLOGICAL SCIENTIST|2012-01-03
29050400|75113543|NULL|Courtesy Assistant Professor|CTSY|||CO AST PROF|2012-07-01
28040000|45875617|NULL|Courtesy Assistant Professor|CTSY|||CO AST PROF|2011-02-28
19011700|17971011|NULL|Information Technology Expert|TA12|||IT EXPERT|2008-02-22
29040100|82360179|NULL|Courtesy Assistant Professor|CTSY|||CO AST PROF|2012-08-13
60780000|32136301|NULL|Biological Scientist|TU2E|||BIOLOGICAL SCIENTIST|1990-04-23
57140100|37786100|NULL|Affiliate Assistant Curator|CTSY|||AFFL AST CURATOR|2006-01-01
29260100|81038753|NULL|Biological Scientist|TU2E|||BIOLOGICAL SCIENTIST|2009-02-10
63600100|77594030|NULL|Engineering Technician, Senior|TU2E|||ENGINEERING TECH, SR|2004-01-05
60352015|37294730|NULL|County Extension Director  and  Extension Agent III|FA12|||CTY EXT DIR & EXT AGENT III|1988-01-12
55110100|69785871|NULL|Information Technology Expert|TA12|||IT EXPERT|2006-11-13
28050000|52452190|NULL|Courtesy Assistant Professor|CTSY|||CO AST PROF|2000-01-01
30120000|79875946|NULL|Clinical Programs, Coordinator 2|TA12|||CLINICAL PROGRAMS, CRD 2|2013-01-07
16900000|43507560|NULL|Distinguished Professor|FA09|||DIS PROF|2000-10-16
24010000|43489741|NULL|Adjunct Professor|OF09|||ADJ PROF|2012-01-01
19050000|97029120|NULL|Distinguished Professor|FA09|||DIS PROF|1985-08-20
29040100|83535857|NULL|Chief Resident|HOUS|||CHIEF RESIDENT|2011-07-01
33030000|21776130|NULL|Associate Chair  and  Clinical Associate Professor|FA12|||ASO CHAIR & CLIN ASO PROF|1989-08-24
18080000|98818720|NULL|Adjunct Lecturer|OF09|||ADJ LECTURER|2012-03-07
29140401|12311315|NULL|Chief Resident|HOUS|||CHIEF RESIDENT|2009-07-01
19140000|52637700|NULL|Distinguished Professor|FA09|||DIS PROF|1990-08-10
23010200|24449540|NULL|Adjunct Lecturer|OF09|||ADJ LECTURER|2013-08-16
18070000|70849620|NULL|Adjunct Lecturer|OF09|||ADJ LECTURER|2014-08-16
32060300|99177806|NULL|Affiliate Lecturer|CTSY|||AFFL LECTURER|2005-12-07
29051300|13817180|NULL|Program Director  and  Clinical Eminent Scholar|FACM|||PRG DIR & CLIN EMIN SCHOLAR|2014-07-01
27010717|07360921|NULL|Information Technology Expert|TA12|||IT EXPERT|2013-03-15
13030100|99398750|NULL|Adjunct Lecturer|OF09|||ADJ LECTURER|2014-08-16
23010200|97810449|NULL|Adjunct Lecturer|OF09|||ADJ LECTURER|2013-01-01
60760000|92554550|NULL|Biological Scientist|TU2E|||BIOLOGICAL SCIENTIST|2005-06-03
29091100|51349160|NULL|Chief  and  Professor|FACM|||CHIEF & PROF|2004-06-18
24020200|99689499|NULL|Career Development Services, Coordinator 2|TA12|||CAREER DEVEL SVCS, CRD 2|2013-11-01
16010900|86903251|NULL|Business Administrative Specialist III|TA12|||BUSINESS ADMIN SPECIALIST III|2011-05-20
16520000|50570790|NULL|Student Affairs, Coordinator 1|TA12|||STUDENT AFFAIRS, , CRD 1|1996-08-12
60754100|48050101|NULL|Biological Scientist|TU2E|||BIOLOGICAL SCIENTIST|2011-03-18
60353005|44769980|NULL|Extension Agent III|FA12|||EXT AGENT III|1999-02-05
56021900|66187470|NULL|Museum Operations, Coordinator 3|TA12|||MUSEUM OPERATIONS, CRD 3|1996-12-19
16360100|06518720|NULL|Distinguished Professor|FA09|||DIS PROF|1995-08-11
29170000|94349870|NULL|Chief  and  Professor|FACM|||CHIEF & PROF|2002-09-30
29091400|40219860|NULL|Clinical Professor|FACM|||CLIN PROF|2004-06-18
29091200|45729050|NULL|Chief  and  Clinical Professor|FACM|||CHIEF & CLIN PROF|2001-12-01
29050400|21085950|NULL|Chief  and  Professor|FACM|||CHIEF & PROF|2004-06-18
29010706|16116089|NULL|Academic Support Services, Assistant Director 3|TA12|||ACADEMIC SUPP SVCS, AST DIR 3|2010-07-12
07700100|93163996|NULL|University Housing, Assistant Director 3|TA12|||UNIV HOUSING, AST DIR 3|2013-01-28
16040100|81007700|NULL|Courtesy Assistant Professor|CTSY|||CO AST PROF|2008-10-03
29060000|64938990|NULL|Associate Program Director  and  Professor|FA12|||ASO PRG DIR & PROF|1989-11-01
29090000|99424958|NULL|Courtesy Assistant Professor|CTSY|||CO AST PROF|2006-08-01
29011800|07988620|NULL|Education/Training Programs, Assistant Director 4|TA12|||EDUC/TRAINING PROGS, AST DIR 4|2003-11-17
32010000|77447370|NULL|Dean  and  Distinguished Professor|FA12|||DEAN & DIST PROF|1998-05-18
33070000|41575260|NULL|Clinical Professor|FA12|||CLIN PROF|1993-07-01
11050000|43861890|NULL|Information Technology Expert|TA12|||IT EXPERT|2002-08-26
18180300|39530973|NULL|Education/Training Programs, Coordinator 1|TA12|||EDUC/TRAINING PROGS, CRD 1|2008-05-02
04020000|53915337|NULL|Student Affairs, Coordinator 1|TA12|||STUDENT AFFAIRS, , CRD 1|2014-07-09
28050000|21199302|NULL|Biological Scientist|TU2E|||BIOLOGICAL SCIENTIST|2010-12-24
16309001|55991517|NULL|Adjunct Lecturer|OF12|||ADJ LECTURER|2010-03-05
29160101|37734480|NULL|Information Technology Expert|TA12|||IT EXPERT|1995-03-20
60470000|19385200|NULL|Courtesy Assistant Professor|CTSY|||CO AST PROF|2008-06-01
16400100|08989169|NULL|Laboratory Manager|TU2E|||LABORATORY MGR|2012-11-19
19020000|10887970|NULL|Visiting Lecturer|FA12|||VIS LECTURER|1988-08-22
11300000|98951678|NULL|Biological Scientist|TU2E|||BIOLOGICAL SCIENTIST|2013-05-06
19020000|43313127|NULL|Courtesy Scholar|CTSY|||CO SCHOLAR|2014-01-01
28040000|18835741|NULL|Courtesy Assistant Professor|CTSY|||CO AST PROF|2012-03-08
11300000|18905980|NULL|Biological Scientist|TU2E|||BIOLOGICAL SCIENTIST|2014-07-04
29340000|63291950|NULL|Chief Resident|HOUS|||CHIEF RESIDENT|2010-07-01
16480100|99509997|NULL|Adjunct Lecturer|OF09|||ADJ LECTURER|2014-01-01
62010600|07027900|NULL|Human Resources, Director 6|TA12|||HUMAN RESOURCES, DIRECTOR 6|1995-02-27
32060300|34699741|NULL|Affiliate Lecturer|CTSY|||AFFL LECTURER|2006-03-20
22010000|66437980|NULL|General Counsel, Senior Associate|TA12|||GENERAL COUNSEL, SR ASO|2012-02-15
34110103|19162133|NULL|Courtesy Clinical Postdoctoral Associate|CTSY|||CO CLIN POSTDOC ASO|2014-07-01
60354029|15056990|NULL|Program County Extension Agent I|CTSY|||PROGRAM COUNTY EXT AGENT I|2005-05-09
29190000|93151169|NULL|Courtesy Assistant Professor|CTSY|||CO AST PROF|2011-04-08
29180200|66039895|NULL|Courtesy Assistant Professor|CTSY|||CO AST PROF|2012-12-17
30070000|36111222|NULL|Associate Program Director  and  Clinical Assistant Professor|FACM|||ASO PRG DIR & CLIN AST PROF|2007-07-01
14201000|31591171|NULL|End User Computing Specialist 3|TA12|||END USER COMPUTING SPEC 3|2003-02-17
02120000|43154139|NULL|Education/Training Programs, Coordinator 1|TA12|||EDUC/TRAINING PROGS, CRD 1|2011-05-27
16900000|83405380|NULL|Courtesy Assistant Professor|CTSY|||CO AST PROF|2004-06-18
30050000|78581600|NULL|Program Director  and  Associate Professor|FACM|||PRG DIR & ASO PROF|1989-07-01
16900000|14710810|NULL|Affiliate Curator|CTSY|||AFFL CURATOR|2006-02-09
19050000|18821994|NULL|Courtesy Scholar|CTSY|||CO SCHOLAR|2014-07-07
60754100|92569689|NULL|Biological Scientist|TU2E|||BIOLOGICAL SCIENTIST|2012-02-20
15010000|40773750|NULL|Information Technology Expert|TA12|||IT EXPERT|2001-07-16
31010000|47552600|NULL|Courtesy Assistant Professor|CTSY|||CO AST PROF|2005-02-24
14330300|33048500|NULL|Systems Administrative/Programmer 2|TA12|||Systems Admin/Programmer 2|2004-07-14
29300000|31546990|NULL|Facilities Planning, Coordinator 3|TA12|||FACILITIES PLANNING, CRD 3|1999-09-30
16660000|55555670|NULL|Education/Training Programs, Coordinator 3|TA12|||EDUC/TRAINING PROGS, CRD 3|2013-03-11
32060300|54284373|NULL|Affiliate Lecturer|CTSY|||AFFL LECTURER|2010-10-07
19070000|79286010|NULL|Program Director  and  Associate Engineer|FA12|||PRG DIR & ASO ENG|1993-08-25
60352012|43122430|NULL|Extension Agent III|FA12|||EXT AGENT III|1986-07-01
29090500|60736929|NULL|Clinical Programs, Coordinator 2|TA12|||CLINICAL PROGRAMS, CRD 2|2013-09-27
29040300|01539428|NULL|Courtesy Assistant Professor|CTSY|||CO AST PROF|2014-05-12
60733000|67147081|NULL|Engineering Technician, Senior|TU2E|||ENGINEERING TECH, SR|2000-11-01
29092500|15167141|NULL|Clinical Professor|FACM|||CLIN PROF|2003-04-01
60351007|41404336|NULL|County Extension Director  and  Extension Agent III|FA12|||CTY EXT DIR & EXT AGENT III|2007-04-27
30180000|59161600|NULL|Chief Resident|HOUS|||CHIEF RESIDENT|2011-07-01
24010000|41249541|NULL|Adjunct Professor|OF09|||ADJ PROF|2014-08-16
18050000|15957581|NULL|Adjunct Lecturer|OF09|||ADJ LECTURER|2009-08-16
23020000|60078874|NULL|Adjunct Lecturer|OF09|||ADJ LECTURER|2012-08-16
24010300|66540380|NULL|Program Director  and  Senior Lecturer|FA09|||PRG DIR & SR LECTURER|1990-08-10
60354028|33121392|NULL|Program County Extension Agent I|CTSY|||PROGRAM COUNTY EXT AGENT I|2012-11-12
60351037|74949584|NULL|Program County Extension Agent I|CTSY|||PROGRAM COUNTY EXT AGENT I|2008-10-11
60140000|61101361|NULL|Biological Scientist|TU2E|||BIOLOGICAL SCIENTIST|2009-03-21
60015002|83768030|NULL|Business Administrative Specialist III|TA12|||BUSINESS ADMIN SPECIALIST III|1988-12-01
28090000|81474640|NULL|Biological Scientist|US2E|||BIOLOGICAL SCIENTIST|1994-05-09
18050000|34391206|NULL|Adjunct Lecturer|OF12|||ADJ LECTURER|2014-02-14
60850000|97215570|NULL|Courtesy Assistant Professor|CTSY|||CO AST PROF|2008-04-01
16360100|95181874|NULL|Courtesy Postdoctoral Associate|CTSY|||CO POSTDOC ASO|2013-09-01
24010100|29708701|NULL|Business Manager 3|TA12|||BUSINESS MGR 3|2010-11-21
29200000|32954990|NULL|Chief  and  Professor|FACM|||CHIEF & PROF|2004-06-18
70010000|28503721|NULL|Facilities Planning, Coordinator 3|TA12|||FACILITIES PLANNING, CRD 3|2004-07-30
60352045|15431690|NULL|Extension Agent III|FA12|||EXT AGENT III|2002-01-04
29141300|87489391|NULL|Chief  and  Professor|FACM|||CHIEF & PROF|2011-12-23
14200800|12818280|NULL|Systems Administrative/Programmer 2|TA12|||Systems Admin/Programmer 2|2008-01-28
30090000|94631021|NULL|Clinical Programs, Coordinator 3|TA12|||CLINICAL PROGRAMS, CRD 3|2013-09-06
14800000|18148094|NULL|Information Technology Analyst 1|TA12|||IT ANALYST 1|2014-08-15
27010707|82419440|NULL|Information Technology Expert|TA12|||IT EXPERT|2014-08-06
60230000|87668461|NULL|Biological Scientist|TU2E|||BIOLOGICAL SCIENTIST|2013-06-17
16800100|81981671|NULL|Adjunct Lecturer|OF09|||ADJ LECTURER|2011-07-01
30090000|58266398|NULL|Clinical Professor|FACM|||CLIN PROF|2005-03-01
29050700|24397010|NULL|Courtesy Clinical Professor|CTSY|||CO CLIN PROF|1989-08-01
60740000|03161369|NULL|Biological Scientist|TU2E|||BIOLOGICAL SCIENTIST|2013-09-20
18180100|38212370|NULL|Principal  and  Assistant Professor/PK Yonge|FA12|||PRINCIPAL & AST PROF/PKY|2012-06-30
64901000|56828610|NULL|Controller, Assistant 4|TA12|||CONTROLLER, AST 4|1997-04-30
22010000|68299040|NULL|General Counsel, Senior Associate|TA12|||GENERAL COUNSEL, SR ASO|2002-09-09
07950100|46915048|NULL|Student Affairs, Coordinator 1|TA12|||STUDENT AFFAIRS, , CRD 1|2011-09-26
