AwardIDType|AwardID|Title|TotalAwarded|DirectCosts|StartDate|EndDate|PI|CoPI|Inv|DeptID|SponsorID|SponsorAwardID|Note
PROJ|00103886|A PHASE 3 TRIAL TO EVALUATE THE SAFETY AND EFFICACY OF TRIPLE THERAPY WITH SAXAGLIPTIN AND TO DAPAGLIFLOZIN ......|86334.87|69067.90|07/12/2012|07/12/2018|47698165|||30050000|GM097|NULL|
PROJ|00106975|STUDING INTERVENTIONS FOR MANAGING PATIENTS WITH CHRONIC MYELOID LEUKEMIA IN CHRONIC PHASE: THE 5 YEAR PROSPECTIVE...|1625.00|1300.00|11/04/2012|11/03/2017|49162628|||30050000|GM097|NULL|
PROJ|00113847|A 24 WEEK INTERNATIONAL MULTI-CENTER RANDOMIZED PARALLEL- GROUP DOUBLE BLINDED TRIAL TO EVALUATE METFORMIN.....|4200.00|3360.00|01/24/2014|01/23/2017|47698165|||30050000|GM097|NULL|
PROJ|00103647|RMDZ, D/B, PLACEBO CONTROLLED STUDY OF THE SHORT TERM CLINICAL EFFECTS OF TOLVAPTAN IN PATIENTS HOSPITALIZED FOR........|6454.00|5163.20|06/19/2012|06/19/2018|37133881|||30050000|GM0005608|NULL|
PROJ|00091927|A PHASE IIA, 3 STRATA DOSE DEFINING STUDY EVALUATING THE HEMODYNAMIC EFFECTS SAFETY AND TOLERABILITY OF CXL-1020 IN PAT|107350.00|85880.00|11/19/2010|06/29/2012|37133881|||30050000|GM04789|NULL|
PROJ|00122708|A PHASE IIA STUDY OF THE SAFETY,TOLERABILITY AND HEMODYNAMICEFFECTS OF A CONTINUOUS 6-HOUR INTRAVENOUS INFUSION OF CXL..|10700.00|8359.38|10/29/2014|10/28/2017|37133881|||30050000|GM04789|NULL|
PROJ|00086065|PHASE IIB, MULTICENTER, RANDOMIZED, OPEN-LABEL TRIAL OF CPX -351 (CYTARABINE:DAUNORUBICIN) LIPOSOME INJECTION VERSUS INT|508.33|406.66|01/22/2010|03/18/2011|49162628|||30050100|GM04898|NULL|
PROJ|00086067|PHASE IIB, MULTICENTER, RANDOMIZED, OPEN-LABEL TRIAL OF CPX -351 (CYTARABINE:DAUNORUBICIN) LIPOSOME INJECTION VERSUS CYT|4375.00|3500.00|01/22/2010|03/18/2011|49162628|||30050100|GM04898|NULL|
PROJ|00095212|CONNECT MM: THE MULTIPLE MYELOMA DISEASE REGISTRY|13993.75|11195.00|03/20/2011|03/20/2017|49162628|||30050000|GM0739|NULL|
PROJ|00097272|THE CHRONIC LYMPHOCYTIC LEUKEMIA DISEASE REGISTRY|12556.25|10045.00|03/20/2011|03/20/2014|49162628|||30050000|GM0739|NULL|
PROJ|00121962|A PHASE2 MULTICENTER, RAND., DBL-BLIND PLACEBO-CONTROLLED DOSE RANGE FINDING STUDY TO EVALUATE THE EFFICACY AND SAFETY|10000.00|7812.50|12/09/2014|12/08/2017|39941838|||30170000|GM0739|NULL|
PROJ|00085353|A PHASE ...STUDY TO EVALUATE THE SAFETY AND EFFICACY OF GOLIMUMAB INDUCTION THERAPY, ADMINISTERED INTRAVENOUSLY, IN SUBJ|4122.00|3297.60|12/03/2009|05/14/2010|40808041|||30050000|GM0108|NULL|
PROJ|00086378|A PHASE 3..STUDY TO EVALUATE THE SAFETY AND EFFICACY OF GOLIMUMAB MAINTENANCE THERAPY, ADMINISTERED SUBCUTANEOUSLY......|2716.00|2172.80|02/04/2010|07/23/2010|40808041|||30050000|GM0108|NULL|
PROJ|00092695|A GOLIMUMAB PHASE 3B, MULTICENTER SWITCH ASSESSMENT OF SUBCUTANEOUS AND INTRAVENOUS EFFICACY IN RHEUMATOID|4316.00|3452.80|06/25/2010|05/20/2012|60796361|||30050100|GM0108|NULL|
PROJ|00095076|UTILIZATION OF LEXISCAN (REGADENOSON) IN THE CARDIAC CATHETERIZATION LAB TO ACHIEVE MAXIMAL HYPEREMIA FOR CORONARY PHYSI|110488.50|88390.80|04/25/2011|04/25/2017|10212750|||30050000|GM03662|NULL|
PROJ|00103212|A MLTR, RDM, OBSERVER-BLIND, ACTIVE-CNTRL STUDY TO EVAL THE SAFETY, TOLERABILITY, & PHARM OF CEFTAROLINE VS COMPARATOR|2000.00|1600.00|06/23/2012|06/23/2015|38103241|||30090000|GM0005473|NULL|
PROJ|00085320|EVAL OF DOTAREM-ENHANCED MRA COMPAED TO TOF MRA IN THE DIAG OF CAROTID ARTERIAL DISEASE|46735.00|37388.00|12/02/2009|03/18/2011|39102151|||30130000|GM01183|NULL|
PROJ|00107324|A RANOMIZED, DOUBLE-BLIND, PLACEBO-CONTROLLED STUDY TO EVALUATE THE EFFICACY AND SAFETY OF ABT-450...|6388.66|5110.93|12/13/2012|12/12/2015|06996989|||30050000|GM0005640|NULL|
PROJ|00116848|A RANDOMIZED, DOUBLE-BLIND, PLACEBO-CONTROLLED, PHASE 2 STUDY TO INVESTIGATE THE SAFETY AND EFFICACY OF ABT-494|48236.75|37684.96|06/05/2014|06/04/2017|93921458|||30050000|GM0005640|NULL|
PROJ|00116889|A MULTICENTER RANDOMIZED DOUBLE BLIND STUDY COMPARING THE EFFICACY AND SAFETY OF CONTINUING VERSUS WITHDRAWING...|6400.00|5000.00|02/06/2014|02/05/2015|93921458|||30050000|GM0005640|NULL|
PROJ|00120102|PHASE 2 STUDY MULTICENTER OPEN-LABEL EXTENSION (OLE) STUDY IN RHEUMATOID ARTHRITIS SUBJECTS WHO HAVE COMPLETED A...|14903.22|11643.14|10/24/2014|10/23/2017|93921458|||30050000|GM0005640|NULL|
PROJ|00083691|CLOSURE OF ATRIAL SEPTAL DEFECTS WITH TEH AMPLATZER SEPTAL OCCLUDER POST MARKET STUDY|32150.00|25720.00|04/04/2008|04/04/2017|66441706|||30090100|GM04489|NULL|
PROJ|00100493|CD PROBE - CERVICAL DYSTONIA - PATINET REGISTRY FOR OBSERVATION OF BOTOX EFFICACY|11512.50|9210.00|07/12/2011|07/12/2014|61729101||91864689|30180000|GM04820|NULL|
PROJ|00085661|A PHASE 2B/3, MULTI-CENTER, RANDOMIZED, DOUBLE-BLIND, PLACEBO CONTROLLED TRIAL TO EVALUATE THE SAFETY . . .|225500.00|180400.00|12/22/2009|04/26/2011|12531950|||30090100|GM04776|NULL|
PROJ|00083693|SECONDARY SEXUAL CHARACTERISTICS IN BOYS SEEN IN OFFICE PRACTICES|3150.00|2520.00|09/04/2009|08/12/2010|50975821|||30090100|GM01419|NULL|
PROJ|00085616|A RANDOMIZED DOUBLE BLIND PLACEBO CONTROLLED MULTIPLE DOSE STUDY TO EVALUATE THE SAFETY TOLERABILITY AND EFFICACY OF AMG|14105.10|11284.08|12/18/2009|11/16/2011|93921458|||30050000|GM039|NULL|
PROJ|00086113|PROSPECTIVE MULTI-NATIONAL OBSERVATIONAL STUDY TO ASSESS HEALTH RESOURCES UTILIZATION ASSOCIATED WITH SKELETAL,,,,,,|2754.00|2203.20|01/25/2010|01/21/2011|14333530|||30050100|GM039|NULL|
PROJ|00091929|A LONG-TERM ASSESSMENT OF THE SAFETY AND EFFICACY OF AMG 827 SUBCUTANEOUS TREATMENT IN SUBJECTS W/ RHEUMATOID ARTHRITIS|5625.00|4500.00|11/19/2010|09/16/2011|93921458|||30050000|GM039|NULL|
PROJ|00094919|...AMG 785 IN SKELETALLY MATURE ADULTS WITH A FRESH UNILATERAL TIBIAL DIAPHYSEAL FRACTURE STATUS POST DEF...|7665.23|6132.18|01/11/2011|10/28/2012|81845500|||30170000|GM039|NULL|
PROJ|00100117|...ETANERCEPT IN SUBJECTS WITH MODERATELY ACTIVE RHEUMATOID ARTHRITIS DESPITE DMARD THERAPY|47014.00|37611.20|07/07/2011|07/07/2014|93921458|||30050000|GM039|NULL|
PROJ|00112940|A RANDOMIZED, MULTI-CENTER, PLACEBO-CONTROLLED, PARALLEL GROUP STUDY TO DETERMINE THE EFFECTS OF AMG-145 TREATMENT ON...|169816.32|135853.06|12/02/2013|12/01/2016|78883621|||30050000|GM039|NULL|
PROJ|00100771|SUBSTUDY: A RANDOMIZED, DOUBLE-BLIND, PLACEBO CONTROLLED, PARALLEL GROUP, MULTINATIONAL TRIAL, TO ASSES THE PREVENTION|26342.00|21073.60|03/01/2012|03/01/2018|78883621|||30050000|GM0501|NULL|
PROJ|00105581|TICAGRELOR VERSUS CLOPLDOGREL IN HISPANIC PATIENTS WITH STABLE CAD|6570.00|5256.00|10/03/2012|10/02/2015|78883621|07524721||30050000|GM0501|NULL|
PROJ|00105908|IMPACT OF TICAGRELOR RE-LOAD ON PHARMACODYNAMIC PROFILES IN PATIENTS ON MAINTENANCE TICAGRELOR THERAPHY|157700.00|126160.00|10/23/2012|05/22/2014|78883621|||30050000|GM0501|NULL|
PROJ|00106136|A RANDOMIZED, OPEN-LABEL,..STUDY TO COMPARE THE PLATELET INHIBITION WITH VERIFY NOW ASSAY OF TICAGRELOR VS CLOPIDOGRE|211198.00|168958.39|07/10/2012|07/09/2015|78883621|||30050000|GM0501|NULL|
PROJ|00110250|PHARMACODYNAMICS PROFILES OF TICAGRELOR IN PATIENTS WITH ST ELEVATION MYOCARDIAL INFARCTION...|450409.69|360327.75|06/20/2013|06/19/2016|78883621|||30050000|GM0501|NULL|
PROJ|00111965|A 26 WEEK, RANDOMIZED, DOUBLE-BLIND, PARALLEL-GROUP, ACTIVE CONTROLLED, MULTINATIONAL SAFETY STUDY EVALUATING THE RISK..|43644.85|34915.88|10/11/2013|08/11/2016|78581600|||30050000|GM0501|NULL|
PROJ|00112992|A RANDOMISED DOUBLE-BLIND MULTINATIONAL STUDY TO PREVENT VASCULAR EVENTS WITH TICAGRELOR COMPARED TO ASPIRIN...|39758.94|31807.17|11/21/2013|11/20/2016|62563570|||30180000|GM0501|NULL|
PROJ|00113131|PHARMACODYNAMIC EVALUATION OF SWITCHING FROM PRASUGREL TO TICAGRELOR: THE SWAP (SWITCHING ANTI PLATELET)|193925.00|155140.00|11/25/2013|05/24/2015|78883621|||30050000|GM0501|NULL|
PROJ|00118373|A PHASE IV RANDOMIZED MULTI-CENTRE OPEN LABEL COMPARISON OF PLATELET INHIBITION FOLLOWING LOADING DOSES OF TICAGRELOR...|23744.57|18550.44|08/14/2014|08/13/2017|78883621|||30050000|GM0501|NULL|
PROJ|00119654|A MULTINATIONAL RANDOMISED DOUBLE-BLIND PLACBO-CONTROLLED TRIAL TO EVALUATE THE EFFECT OF TICAGRELOR 90 MG TWICE....|27685.25|21629.10|08/18/2014|08/17/2017|78883621|||30050000|GM0501|NULL|
PROJ|00117167|STUDY TO RESEACH BAY 1021189 IN PATIENTS WORSENING HEART FAILURE WITH REDUCED EJECTION FRACTION...|28485.00|22253.90|04/23/2014|04/22/2017|21425922|||30050000|GM062|NULL|
PROJ|00117169|RANDOMIZED PARRALLEL-ROUP PLACE-BO CONTROLLED DOUBLE BLIND MULTICENTER DOSE FINDING PHASE II TRIAL EXPLORING...|8259.00|6452.35|04/23/2014|04/22/2017|21425922|||30050000|GM062|NULL|
PROJ|00122050|A PHASE IV PROSPECTIVE SINGLE ARM OPEN LABEL STUDY TO MEASURE OUTCOMES IN PATIENTS WITH PULMONARY ARTERIAL........|9392.49|7337.89|01/06/2015|01/05/2018|10961919|||30050000|GM062|NULL|
PROJ|00083541|MULTI-CENTER OPEN LABEL RANDOMIZED STUDY TO ASSESS THE SAFETY AND CONTRACEPTIVE EFFICACY OF TWO DOSES(IN VITRO 12/24 H)|83575.19|66860.15|08/31/2009|12/27/2016|02331841|||30070000|GM065|NULL|
PROJ|00083579|MULTI-CENTER OPEN LABEL UNCONTROLLED STUDY TO INVESTIGATE THE EFFICACY AND SAFETY OF THE TRANSDERMAL CONTRACEPTIVE PATCH|92074.55|74952.28|09/01/2009|02/24/2011|02331841|||30070000|GM065|NULL|
PROJ|00084521|...STUDY TO SHOW SUPERIORITY OF THE ORAL CONTRACEPTIVE SHT0065ID OVER ORTH TRI-CYCLEN LO ON HORMONE WITHDRAWAL...|15869.67|12695.73|10/12/2009|09/10/2012|02331841|||30070000|GM065|NULL|
PROJ|00084807|MLTI-CTR OPN-LBL PHS3 STDY TO DET SAF/EFF OF GADOBUTROL 1.0 MOL (GADOVIST) IN PT REF FOR CONTRAST-ENHANCED MRI OF CNS|13920.00|11136.00|10/28/2009|12/16/2009|16908781|||30130100|GM065|NULL|
PROJ|00087664|SUCCESS OF TITRATION, ANALGESICS, AND BETA NURSE SUPPORT ON ACCEPTANCE RATES IN EARLY TREATMENT WITH BETASERON OR START|3481.25|2785.00|04/09/2010|04/18/2011|93697848|||30180100|GM065|NULL|
PROJ|00109659|A MULTI SITE, LONGITUDINAL PROSPECTIVE BLOOD COLLECTION PROTOCOL IN ORDER TO OBTAIN SAMPLES FROM SINGLE INFECTED....|0.00|0.00|01/01/2013|12/31/2013|38103241|||30090100|GM0005927|NULL|
PROJ|00095641|A PHASE III, MULTICENTRE INTERNATIONAL RANDOMISED PARALLEL GROUP DOUBLE BLIND CARDIOVASCULAR SAFETY STUDY OF BI 10773|111687.02|89349.60|04/26/2011|04/26/2017|89892891|||30050000|GM082|NULL|
PROJ|00106233|A RANDOMIZED, PLACEBO-CONTROLLED, DOUBLE-BLIND, PARALLEL GROUP, MULTI-CENTER STUDY TO ASSESS THE SAFETY AND EFFICACY|12108.36|9686.69|10/22/2012|10/21/2015|78581600|||30050000|GM082|NULL|
PROJ|00091458|STABILIZATION OF PLAQUES USING DARAPLADIB - A CLINCAL OUTCOMES STUDY OF DARAPLADIB VERSUS PLACEBO IN SUBJECTS FOLLOWING|67411.59|53929.27|02/05/2010|12/29/2016|78883621|||30050000|GM01499|NULL|
PROJ|00083553|FEEDING STUDY IN PREMATURE INFANTS, PROJECT NO. 3379-1|99728.16|79782.54|08/31/2009|11/02/2010|06421630|12531950||30090100|GM098|NULL|
PROJ|00087516|PROSPOECTIVE NON-RANDOMIZED OBSERVATIONAL COHORT STUDY (OPENLABEL, MULTICENTER TO ASSESS THE MAGNITUDE OF POTENTIAL RISK|12966.94|10373.55|12/02/2008|12/02/2014|45270121,84731359|||30130100|GM04679|NULL|
PROJ|00092623|A PLACEBO CONTROLLED, RANDOMIZED, D/D, FIXED-DOSE, M/C PHASEM/C, PHASE IIB STUDY TO INVESTIGATE THE EFFICACY & TOL...|4750.00|3800.00|01/14/2011|04/28/2011|21425922|||30050000|GM04679|NULL|
PROJ|00097246|MULTICENTER, OPEN-LABLE STUDY TO EVALUATE THE SAFETY AND EFFICACY (BY BLINDED READING) OF GADOBUTROL-ENHANCED . .|32483.13|25986.50|08/16/2011|08/16/2014|64375060|||30130000|GM04679|NULL|
PROJ|00112281|MULITCENTER, OPEN-LABEL STUDY TO EVALUATE THE SAFETY AND EFFICACY (BY BLINDED READING) OF CONTRAST-ENHANCED.....|36025.60|28820.48|04/01/2009|09/04/2016|63193997|||30130000|GM04679|NULL|
PROJ|00112651|A RANDOMIZED, DOUBLE-BLIND, DOUBLE-DUMMY, MULTI-CENTER STUDYTO ASSESS SAFETY AND EFFECACY OF BAY 94-8862 IN SUBJECTS|52208.89|41767.11|10/05/2013|10/04/2016|21425922|||30050000|GM04679|NULL|
PROJ|00118374|PERITONEAL DIALYSIS OUTCOMES & PRACTICES PATTERNS STUDY (PDOPPS)|0.00|0.00|02/04/2014|02/04/2017|45319046|||30050000|GM0006815|NULL|
PROJ|00102836|A MULTICENTER OBSERVATIONAL OPEN LABEL SINGLE ARM STUDY OF TYSABRI IN EARLY RELAPSING REMITTING MULTIPLE SCLEROSIS IN ..|89569.00|71655.20|05/10/2012|05/10/2018|62563570|||30180000|GM01351|NULL|
PROJ|00111962|A MULTICENTER, OPEN-LABEL, 12-MONTH OBSERVATIONAL STUDY EVALUATING THE CLINICAL EFFECTIVENESS & IMPACT ON PATIENT-REPORT|5490.00|4392.00|08/22/2013|04/29/2018|31594155|||30180000|GM01351|NULL|
PROJ|00113377|AN OPEN LABEL, TWO ARM RANDOMIZED STUDY TO CHARACTERIZE FLU LIKE SYMPTOMS IN RELAPSING MULTIPLE SCLEROSIS PATIENTS......|59693.00|46635.16|12/07/2013|12/06/2016|62563570|||30180000|GM01351|NULL|
PROJ|00095655|A PHASE 3, MULTICENTER, DOUBLE-BLIND,...TO EVALUATE THE EFFICACY AND SAFETY OF AMIFAMPRIDINE PHOSPHATE IN PATIENTS..|14633.00|11706.40|03/18/2011|05/16/2013|13536601|||30180000|GM01282|NULL|
PROJ|00116057|A RANDOMIZED PARALLEL GROUP DOUBLE BLIND PLACEBO CONTROLLED MULTI CENTER STUDY TO ASSESS THE EFFICACY AND SAFETY OF.....|14316.93|11185.10|05/13/2014|05/12/2017|02331841|||30070000|GM065|NULL|
PROJ|00084739|A DOUBLE-BLIND, RANDOMIZED PHASE II STUDY EVALUATING THE EFFICACY AND SAFETY OF SORAFENIB COMPARED TO PLACEBO........|30179.04|24143.24|10/26/2009|12/22/2011|40230121|||30070000|GM04679|NULL|
PROJ|00085075|PRIMOVIST/EOVIST IN PATIENTS WITH MODERATE TO SEVERE RENAL IMPAIRMENT FOR THE DEVEL OF NEPHROGENIC SYSTEMIC FIBROSIS....|5107.50|4086.00|11/13/2009|09/09/2010|03533461||84731359|30130000|GM04679|NULL|
PROJ|00085902|NON-SMALL CELL LUNG CANCER: THE IMPACT OF ETHNIC ORIGIN ON PATIENTS BEING TREATED SECOND LINE WITH PEMERED AN OBSERV...|9000.00|7200.00|01/13/2010|05/14/2011|14333530|||30050000|GM04893|NULL|
PROJ|00083692|GRAVITAS: GAUGING RESPONSIVENESS WITH A VERITY-NOW ASSAY IMPACT ON THROMBOSIS AND SAFETY|68214.00|54571.20|09/04/2009|04/28/2011|78883621|||30050000|GM01185|NULL|
PROJ|00092616|A DOUBLE-BLIND, RANDOMIZED, COMPARATOR-CONTROLLED STUDY TO ASSESS THE SAFETY, EFFICACY, AND PHARMACODYNAMICS . . .|3500.00|2800.00|01/14/2011|05/03/2013|79588690|||30140000|GM05201|NULL|
PROJ|00122611|A 12 MONTH DOSE LEVEL BLINDED STUDY INVESTIGATING THE SAFETYAND EFFICACY OF CVT 301 (LEVODOPA INHALATION POWDER)|1990.00|1554.69|01/14/2015|01/13/2018|61729101|||30180000|GM0005366|NULL|
PROJ|00105820|PROSPECTIVE REGISTRY OF MAMMAPRINT IN BREAST CANCER PATIENTSINTERMEDIATE RECURRENCE SCORE (PROMIS)|0.00|0.00|09/26/2012|09/25/2015|21435121|||30080000|GM0006109|NULL|
PROJ|00082295|...STUDY TO ASSESS THE SAFETY/TOLERABILITY OF ORAL BG9928 IN PATIENTS WITH HEART FAILURE AND RENAL INSUFFICIENCY|5000.00|4000.00|06/23/2009|10/06/2010|21425922|||30050000|GM01351|NULL|
PROJ|00092622|JVC ANTIBODY PROGRAM IN PATIENTS WITH RELAPSING MULTIPLE SCLEROSIS RECEIVING OR CONSIDERING TREATMENT WITH TYSABRI|45728.00|36582.40|08/26/2010|08/26/2016|62563570|||30180000|GM01351|NULL|
PROJ|00089227|HALO PATIENT REGISTRY: ABLATIN OF BARRETTS ESOPHAGUS|3200.00|2560.00|06/24/2010|02/19/2016|91180460|||30050000|GM05045|NULL|
PROJ|00085293|COMPASS 2...BOSENTAN & SILDENAFIL V SILDENAFIL MONOTHERAPY ON MORBIDITY & MORTALITY IN SYMPTOMATIC PATIENTS WITH...|96480.25|77184.20|12/01/2009|09/17/2018|10961919|||30050000|GM03735|NULL|
PROJ|00086110|...SCLERODERMA PTS TO EVAL SCREENING TESTS AND INCIDENCEOF PULMONARY ARTERIAL HYPERTENSION AND PULMONARY HYPERTENSION|13722.39|10977.91|01/25/2010|04/29/2011|60796361|||30050000|GM03735|NULL|
PROJ|00093082|A MULTI-CENTERED, DOUBLE BLIND, RANDOMIZED, ACTIVE REFERENCEPARALLEL GROUP STUDY|4455.00|3564.00|02/01/2011|11/23/2012|91180460|||30050000|GM03735|NULL|
PROJ|00114813|A MULTI-CENTER, RANDOMIZED, DOUBLE-BLIND STUDY TO COMPARE THE EFFICACY AND SAFETY OF CADAZOLID VERSUS VANCOMYCIN...|3500.00|2692.31|02/13/2014|02/12/2017|61489209|||30140000|GM03735|NULL|
PROJ|00116916|A MULTICENTER OPEN LABEL SINGLE ARM PHASE 3B STUDY OF MACITENTAN IN PATIENTS WITH PULMONARY HYPERTENSION TO....|17478.00|13982.40|12/23/2013|12/22/2017|10961919|||30050000|GM03735|NULL|
PROJ|00111987|A CLINICAL EVALUATION OF ABSORB BVS, THE EVEROLIMUS ELUTING BIORESORBABLE VASCULAR SCAFFOLD IN THE TREATMENT OF SUBJECT|51286.25|41029.00|09/03/2013|09/02/2016|07524721|||30050000|GM04512|NULL|
PROJ|00098331|PHASE 3 STUDY OF THE EFFICACY AND SAFETY OF PIRFENIDONE IN PATIENTS WITH IDIOPATHIC PULMONARY FIBROSIS|80095.75|64076.60|09/20/2011|09/20/2014|10961919|||30050000|GM01114|NULL|
PROJ|00105151|AN OPEN-LABEL EXTENSION STUDY OF THE LONG-TERM SAFETY OF PIRFENIDONE IN PATIENTS WITH IDIOPATHIC PULMONARY FIBROSIS--IPF|18394.50|14715.60|08/24/2012|08/23/2015|10961919|||30050000|GM01114|NULL|
PROJ|00118292|A TREATMENT PROTOCOL TO ALLOW PATIENTS IN THE US WITH IDIOPATHIC PULMONARY FIBROSIS ACCESS TO PIRFENIDONE.|14844.00|11596.88|07/08/2014|07/07/2017|10961919|||30050000|GM01114|NULL|
PROJ|00112985|A PHASE 3, 12-WEEK, DOUBLE-BLIND, PLACEBO-CONTROLLED, RAMDOMIZED MULTICENTERED STUDY TO EVALUATE THE EFFICANCY OF ORAL..|24184.75|19347.80|12/10/2013|11/25/2016|61729101|||30180000|GM01299|NULL|
PROJ|00087252|...TO INVESTIGATE EFFICACY AND SAFETY OF DIFFERENT DOSES OF NT 201 IN THE TREATMENT OF CERVICAL DYSTONIA (MRZ602010408)|17081.80|13665.44|03/16/2010|04/11/2011|91864689|||30180100|GM01143|NULL|
PROJ|00090024|...TRIMETHOBENZAMIDE (TIGAN) IN CONTROL OF NAUSEA/VOMITTING DURING INIT/CONT TREATMENT C SC APOMORPHINE (APOKYN)...|7031.25|5625.00|08/10/2010|03/30/2011|91864689|||30180000|GM01143|NULL|
PROJ|00096203|A PHASE 3, TWELVE WEEK, MULTICENTER, DOUBLE-BLIND, RANDOM...EFFICACY AND SAFETY STUDY OF MESAFEM CAPSULES IN TREATMENT..|22406.25|17925.00|02/04/2011|04/25/2013|02331841|||30070000|GM01143|NULL|
PROJ|00107538|A MULTICENTER, OPEN/LABEL, RADOMIZED STUDY TO COMPARE THE SAFETY AND EFFICIENCY OF INTRAVENOUS CEFTOLOZANE/TAZOBACTAM...|7032.80|5626.24|10/08/2012|10/07/2015|39414481|||30140000|GM01143|NULL|
PROJ|00100690|AN OPEN LABELED ASSESSMENT OF AN ALTERNATIVE DOSING STRATEGYOF RUXOLITINIB IN A PATIENTS WITH PRIMARY MYELOFIBROSIS.....|4625.00|3700.00|02/06/2012|02/06/2015|49162628|||30050000|GM04599|NULL|
PROJ|00115183|A PHASE 2 MULTICENTER SINGLE DOSE RANDOMIZED DOUBLE BLIND PLACEBO CONTROLLED PARALLEL GROUP STUDY EVALUATING THE......|86482.20|67564.22|02/14/2014|02/13/2017|12531950|||30090000|GM0006181|NULL|
PROJ|00116054|A FOUR YEAR BLINDED OUTCOMES FOLLOW UP STUDY OF PATIENTS WHORECEIVED STANNSOPORFIN OR PLACEBO IN CLINICAL TRIAL ........|3534.00|2760.94|02/04/2014|02/03/2017|12531950|||30090000|GM0006181|NULL|
PROJ|00105529|A PHASE 2 PLACEBO CONTROLLED DBL BLIND RANDOMIZED CLINICAL STUDY TO DETERMINE SAFETY TOLERABILITY AND EFFICACY OF.....|6000.00|4800.00|09/05/2012|09/04/2015|79510376|||30050000|GM01019|NULL|
PROJ|00122610|A RANDOMISED, BLINDED, ACTIVE-CONTROLLED STUDY TO COMPARE FKB327 EFFICACY AND SAFETY WITH THE COMPARATOR HUMIRA ...|7680.00|6000.00|01/29/2015|01/28/2018|93921458|||30050000|GM0006867|NULL|
PROJ|00118557|M13-741: A PHASE 2A STUDY EVALUATING..EFFECTS OF ABT-981 IN PATIENTS WITH KNEE OSTEOARTHRITIS|0.00|0.00|09/05/2014|07/22/2017|93921458|||30050000|GM0006814|NULL|
PROJ|00082835|A RANDOMIZED, DOUBLE-BLIND, PLACEBO-CONTROLLED, MULTICENTER STUDY EVALUATING EPOETIN ALFA IN INITIATED AT 40,000 IU EVER|5975.00|4780.00|07/22/2009|11/15/2011|49162628|||30050100|GM0257|NULL|
PROJ|00082906|A RANDOMIZED, DOUBLE-BLIND, PLACEBO-CONTROLLED, EVENT-DRIVENMULTICENTER STUDY TO EVALUATE THE EFFICACY AND SAFETY OF RIV|96239.00|76991.20|07/27/2009|04/26/2011|78883621|||30050000|GM0257|NULL|
PROJ|00083560|A PROSPECTIVE RANDOMIZED DOUBLE BLIND DOUBLE DUMMY PARALLEL GROUP MULTICENTER EVENT DRIVEN NON INFERIORITY STUDY........|17555.00|14044.00|08/31/2009|04/08/2011|10043561|||30180100|GM0257|NULL|
PROJ|00085030|A PHASE 2B MULTICENTER RANDOMIZED DOUBLE BLIND PLACEBO CONTROLLED PARALLEL GROUP STUDY TO EVALUATE THE EFFICACY AND.....|9642.75|7714.20|11/12/2009|07/23/2010|40808041|||30050000|GM0257|NULL|
PROJ|00085076|...PHARMACOKINETICS OF DARUNAVIR/RITONAVIR AND/OR ETRAVIRINEIN HIV-1 INFECTED PREGNANT WOMEN|3580.00|2864.00|11/13/2009|04/25/2011|03337741|||30070000|GM0257|NULL|
PROJ|00092110|PROSPECTIVE, MULTICENTER, RANDOMIZED, DOUBLE-BLIND, PLACEBO-CONTROLLED TRIAL COMPARING REMICADE (INFLIXIMAB).......|30811.00|24648.80|12/03/2010|07/30/2014|06996989,40808041|||30050000|GM0257|NULL|
PROJ|00089214|A PROSPECTIVE STUDY EXAMINING CLINICAL OUTCOMES ASSOCIATED WITH THE MANAGEMENT OF THE OPEN ABDOMEN WITH THE ABTHERA....|13580.00|10864.00|06/23/2010|04/01/2011|45987062|||29141002|GM04847|NULL|
PROJ|00119235|PHARMACODYNAMIC & PHARMACOKINETIC PROFILES OF PRASUGREL IN PATIENTS WITH ST ELEVATION MYCOCARDIAL INFARETION....|211441.77|165188.89|09/25/2014|09/24/2017|78883621|||30050000|GM05003|NULL|
PROJ|00113450|A MULTICENTERED DOUBLE-BLIND RANDOMIZED PLACEBO-CONTROLLED PHASE 3 STUDY TO ASSESS THE EFFICACY AND SAFETY OF ORAL.....|57436.25|45949.00|10/10/2013|10/09/2016|10961919|||30050000|GM0006090|NULL|
PROJ|00112008|A PROSPECTIVE, MULTICENTER, SINGLE BLIND, RANDOMIZED CONTROLLED TRIAL COMPARING THE LUTONIX DRUG COATED BALLOON..|9743.00|7794.40|08/19/2013|08/18/2016|46132161|||30050000|GM0006022|NULL|
PROJ|00094670|EVALUATION OF BIOMARKERS FOR THE DETECTION AND MONITORING OFCERVICAL CANCER|15900.00|12720.00|04/28/2011|04/17/2016|02331841|||30070000|GM03931|NULL|
PROJ|00087656|AN OBSERVATIONAL PROSPECTIVE STUDY TO ACCESS THE OUTCOMES AND RISK FACTORS OF RSV INFECTION AMONG PREMATURE INFANTS.....|1250.00|1000.00|04/08/2010|07/22/2010|38103241|||30090100|GM0285|NULL|
PROJ|00099395|A RANDOMIZED, PLACEBO-CONTROLLED, PARALLEL-GROUP, DOUBLE- BLIND STUDY OF H.P. ACTHAR GEL|6015.00|4812.00|12/01/2011|12/01/2017|45319046|||30050000|GM03896|NULL|
