sponsorid|type|name|remove|uri
GM01052|org;funder|Novazyme Pharmaceuticals Inc||
GM01560|org;funder|Fl Farm Bureau Federation||
GM01561|org;funder|Fl Fou Research in Spinal Disorder||
GM01562|org;funder|Fl Forestry Association||
GM01563|org;funder|Fl Forestry Fou||
GM01564|org;funder|Fl Fou Seed Producers||
GM01565|org;funder|Fl Fruit and Vegetable Asso||
GM01547|org;funder|Fannie Mae Fou||
GM01743|org;funder|Stanley Fou Theodore & Vada||
GM01744|org;funder|State Legislative Leaders Fnd||
GM01745|org;funder|State University of New York Research Fou||
GM01746|org;funder|Steinbach Fou||
GM01747|org;funder|Stop! Childrens Cancer Inc||
GM01748|org;funder|Sugar Cane Growers Coop of Fl||
GM01749|org;funder|Suwannee River Area Health Edu Center||
GM0175|org;funder|Fl Solar Energy Center||
GM01750|org;funder|Suwannee Rvr Economic Cncl||
GM01666|org;funder|Natl Fou for Improve of Edu||
GM01667|org;funder|Natl Fish and Wildlife Fou||
GM01668|org;funder|Natl Fisheries Inst||
GM0157|org;funder|Elf Atochem North America Inc||
GM01570|org;funder|Fl Nurserymen and Growers Asso||
GM04334|org;funder|Trichotillomania Learning Center||
GM01571|org;funder|Fl Nurses Fou||
GM01572|org;funder|Fl Soc of Professor Land Surveyors||
GM01573|org;funder|Fl State University Research Fou||
GM01574|org;funder|Fl Strawberry Growers Asso||
GM01575|org;funder|Fl Sugar Cane League||
GM01576|org;funder|Fl Tomato Committee||
GM0166|org;funder|Ethicon||
GM01660|org;funder|Natl Asso of Animal Breeders||
GM01661|org;funder|Natl Asso of Chain Drug Stores||
GM01662|org;funder|Natl Asso St University & Land-Grant||
GM01663|org;funder|Natl Coastal Resource R&D Inst||
GM01664|org;funder|Natl Cncl Air and Stream Improve||
GM01665|org;funder|Natl Cncl Teachers of English Research Fou||
GM01583|org;funder|Ford Fou||
GM01584|org;funder|Francis Families Fou||
GM01585|org;funder|Hutchinson Fred Cancer Research Center||
GM01586|org;funder|Friends of the Mounts||
GM01587|org;funder|Ewing Marion Kauffman Fou||
GM01588|org;funder|Fund for Astrophysical Research||
GM01589|org;funder|Georgia Peanut Com||
GM0159|org;funder|Eli Lilly and Courtesy Research Laboratories||
GM01620|org;funder|Iucn Species Survival Com||
GM01621|org;funder|Jackson Memorial Hospital||
GM01622|org;funder|Jaqua Fou||
GM01623|org;funder|Johnson Robert Wood Fou||
GM01624|org;funder|Joint Oceanographic Inst||
GM01625|org;funder|Junior League of Gainesville||
GM01626|org;funder|Juvenile Diabetes Fou||
GM01627|org;funder|Kade Fou Max||
GM01628|org;funder|Kellogg Fou W K||
GM01629|org;funder|Knight Fou John S and James L||
GM0163|org;funder|Environmental Consult and Technician||
GM01630|org;funder|Ladies Auxiliary to the Vfw||
GM01631|org;funder|Leakey Fou L S B||
GM01632|org;funder|Leukemia Research Fou||
GM01633|org;funder|Leukemia Society of America||
GM01634|org;funder|Lindbergh Fou Chas. & Anne||
GM01635|org;funder|Littauer Fou Lucius N||
GM01636|org;funder|Lubee Fou||
GM01637|org;funder|Lupus Fou of America||
GM01638|org;funder|Macarthur Fou John D & Cath||
GM01639|org;funder|Macy Fou Josiah Jr||
GM0164|org;funder|Enzon Inc||
GM01640|org;funder|March of Dimes||
GM01641|org;funder|March of Dimes NE Fl Chapter||
GM01642|org;funder|Mathys Research Fou H C R||
GM01643|org;funder|Mayo Clinic||
GM01644|org;funder|Mcknight Fou||
GM01645|org;funder|Mellon Fou Andrew W||
GM01646|org;funder|Midwest Research Inst||
GM01429|org;funder|Amer Asso of Orthodontists||
GM0143|org;funder|Disney Development Company||
GM01430|org;funder|Amer Asso of Retired Persons||
GM01431|org;funder|Amer Asso St Hwy & Trans Officer||
GM01432|org;funder|Amer Cancer Soc||
GM01433|org;funder|Amer Cancer Soc Fl||
GM01434|org;funder|Amer Chemical Soc||
GM01435|org;funder|Amer Chemical Soc Petro Research||
GM01436|org;funder|Amer Col of Cardiology||
GM01679|org;funder|Natl Peanut Fou||
GM0168|org;funder|Exxon Corp||
GM01680|org;funder|Natl Pharmaceutical Cncl||
GM01681|org;funder|Natl Research Cncl||
GM01682|org;funder|Natl Research Cncl Trans Research Board||
GM01683|org;funder|Natl Retinitis Pigmentosa Fou||
GM01684|org;funder|Natl Surg Adjuv Breast & Bowel||
GM01685|org;funder|Natl Turfgrass Federation||
GM01686|org;funder|Natl Wild Turkey Federation||
GM01687|org;funder|Nature Conservancy||
GM01688|org;funder|Nemours Childrens Clinic||
GM01689|org;funder|New River Solid Waste Association||
GM0169|org;funder|Exxon Education Fou||
GM01540|org;funder|Dupont Fund Jesse Ball||
GM01541|org;funder|Emergency Medicine Fou||
GM01542|org;funder|Engineer Fou Am Inst of Civil Engineers||
GM01543|org;funder|Epilepsy Fou of America||
GM01544|org;funder|Eppley Fou for Research||
GM01545|org;funder|Fannie Mae||
GM01546|org;funder|Fannie Mae Office of Housing Research||
GM0172|org;funder|Fl Food Products||
GM01720|org;funder|San Diego State University Fou||
GM01721|org;funder|Save-A-Turtle||
GM01722|org;funder|Searle Scholars Program||
GM01723|org;funder|Sendzimir Fou||
GM01724|org;funder|Shands Teaching Hospital||
GM01725|org;funder|Shands Teaching Hosp Shands Childrens Mn||
GM01726|org;funder|Shands Jacksonville Med Center||
GM01727|org;funder|Shands Teaching Hospital Healthcare||
GM01728|org;funder|Sigma Kappa Sorority Fou||
GM01729|org;funder|Sigma Theta Tau Intl||
GM01765|org;funder|UF Research Fou Research Professorships||
GM01766|org;funder|US Golf Association||
GM01767|org;funder|US Tennis Association||
GM01768|org;funder|University of Georgia Research Fou||
GM01769|org;funder|University of Kentucky Research Fou||
GM01705|org;funder|Pediatric Aids Fou||
GM01706|org;funder|Perennial Plant Association||
GM01707|org;funder|Pew Charitable Trusts||
GM01649|org;funder|Morris Animal Fou||
GM0165|org;funder|Esmor Management||
GM01650|org;funder|Mount Sinai Medical Center||
GM01651|org;funder|Natl Multiple Sclerosis Soc||
GM01652|org;funder|Muscular Dystrophy Asso||
GM01653|org;funder|NE Fl Area Health Edu Center||
GM01654|org;funder|Na Soc of Pacing and Electrophy||
GM01655|org;funder|Natl Academic for Nuclear Training||
GM01656|org;funder|Natl Alliance for Research on Schiz||
GM01657|org;funder|Natl Asso Boards of Pharmacy||
GM01658|org;funder|Natl Asso for Clinical Resrch||
GM01659|org;funder|Natl Asso Foreign Student Affiliate||
GM01517|org;funder|Amer Soc for Nondestructive Test||
GM01518|org;funder|Amer Soc of Civil Engineers||
GM01715|org;funder|Rgk Fou||
GM01716|org;funder|Rockefeller Fou||
GM01717|org;funder|Ronald Mcdonald Child Charit||
GM01718|org;funder|SE Center for Electrical Engineer Edu||
GM01719|org;funder|SE University Research Asso||
GM01734|org;funder|Snack Food Asso||
GM01735|org;funder|So Fl Academic of Orthodontists||
GM01736|org;funder|Soc for Conservation Biology||
GM01737|org;funder|Soc of Manufacturing Engineers||
GM01738|org;funder|Southern Arts Federation||
GM01739|org;funder|Southern Medical Association||
GM0174|org;funder|Fl Power Corp||
GM01740|org;funder|Fl Space Research Inst||
GM01741|org;funder|Spencer Fou||
GM01742|org;funder|St Louis Zoological Park||
GM01590|org;funder|Gas Research Inst||
GM01591|org;funder|General Electric Fou||
GM01592|org;funder|Gerard Fou Sumner||
GM01593|org;funder|Gloeckner Fou Fred C||
GM01594|org;funder|Golf Course Supers Asso||
GM01595|org;funder|Grace Fou||
GM01596|org;funder|Grass Fou||
GM01597|org;funder|Grayson Jockey Club Research Fou||
GM01598|org;funder|Grower-Shipper Vegetable Association||
GM01599|org;funder|Gulf and S Atlantic Fish Development Fou||
GM016|org;funder|Alcoa Fou||
GM0160|org;funder|Emisphere Technologies||
GM01600|org;funder|Harbor Branch Ocean Inst||
GM01601|org;funder|Hartford Fou||
GM01602|org;funder|Havermeyer Fou Dorothy R||
GM01603|org;funder|Hayward Fou John & Winifred||
GM01604|org;funder|Hemophilia of Georgia||
GM01605|org;funder|Hitachi Fou||
GM01606|org;funder|Hoffmann La Roche Fou||
GM01607|org;funder|Horticultural Research Inst||
GM01608|org;funder|Howard Fou||
GM01847|org;funder|Partner for Env Technician and Edu||
GM01848|org;funder|Southern Rural Sociologic Asso||
GM01849|org;funder|Heermann Anesthesia Fou I||
GM0185|org;funder|Galen Drugs of Florida||
GM0173|org;funder|Fl Power and Light Courtesy||
GM01730|org;funder|Sigma Xi||
GM01731|org;funder|Sjogren's Syndrome Fou||
GM01732|org;funder|Sloan Fou Alfred P||
GM01733|org;funder|Sloan-Kettering Cancer Center||
GM01525|org;funder|Fl Asso of Orthodontists||
GM01526|org;funder|Fl Fruit and Vegetable Asso||
GM01527|org;funder|Fl Trail Association||
GM01528|org;funder|Fl Tropical Fish Farms Asso||
GM01529|org;funder|Corp for Public Broadcasting||
GM0153|org;funder|Eastern Coop Oncology Group||
GM01753|org;funder|Tinker Fou||
GM01754|org;funder|Tourette Syndrome Asso||
GM01755|org;funder|UF Research Fou Misc||
GM01756|org;funder|UF Research Fou Misc Unres Donation||
GM01757|org;funder|UF Research Fou Residual Funds||
GM01758|org;funder|Tropical Fruit Growers of S Fl||
GM01759|org;funder|UF Athletic Asso||
GM0176|org;funder|Flume Elbaum & Collins||
GM01760|org;funder|UF Fou||
GM01761|org;funder|UF Fou Unrestricted Donation||
GM01577|org;funder|Fl Tomato Exchange||
GM01578|org;funder|Fl Turf Grass Asso||
GM01579|org;funder|Flasha Fou||
GM0158|org;funder|Eli Lilly and Courtesy||
GM01580|org;funder|Fl Healthy Kids Corp||
GM01581|org;funder|Amer Massage Therapy Fou||
GM01582|org;funder|Fluid Fertilizer Fou||
GM01802|org;funder|Space Telescope Science Inst||
GM01530|org;funder|Cncl for Intl Exch Scholars||
GM01531|org;funder|Cncl for Tobacco Research||
GM01532|org;funder|Cystic Fibrosis Fou||
GM01533|org;funder|Cystic Fibrosis Fou Services||
GM01647|org;funder|Midwest Research Inst Renew Energy Lab||
GM01648|org;funder|Milheim Fou for Cancer Research||
GM01669|org;funder|Natl Foliage Fou||
GM01500|org;funder|Brookdale Fou||
GM01501|org;funder|Caribbean Conservation Corp||
GM01502|org;funder|Cntr for Marine Conservation||
GM01503|org;funder|Central Fl Area Health Edu Center||
GM01504|org;funder|Chicago Zoological Society||
GM01505|org;funder|Childrens Memorial Hospital||
GM01506|org;funder|Cleveland Clinic Fou||
GM01507|org;funder|Fl Development Disabilities Cncl||
GM01508|org;funder|Congress of Neurological Surg||
GM01509|org;funder|Conservation Food & Health Fou||
GM0151|org;funder|E C Driver & Associates||
GM01510|org;funder|Fl Manufactured Housing Asso||
GM01511|org;funder|Amer Asso of Physicists in Med||
GM01512|org;funder|Amer Education Research Asso||
GM01513|org;funder|Amer Elec Surface Finisher Soc||
GM01514|org;funder|Amer Farmland Trust||
GM01515|org;funder|Amer Health Fou||
GM01516|org;funder|Amer Hearing Research Fou||
GM01925|org;funder|Eaa Leafy Vegetable Growers||
GM01926|org;funder|West Palm Beach Housing Partnr||
GM01927|org;funder|Temple of the Universe||
GM01928|org;funder|White Cnty Indiana||
GM01929|org;funder|Ft Pierce Neighborhood Housing||
GM0193|org;funder|General Imaging Corp||
GM01930|org;funder|North Amer Spine Society||
GM01931|org;funder|Engineering Information Fou||
GM01932|org;funder|Pbs Video||
GM01933|org;funder|Everglades Natl Park||
GM01934|org;funder|Amer Asso of Health Plans Fou||
GM01935|org;funder|Adec Distance Edu Consortium||
GM01936|org;funder|Ag Inst of Florida||
GM01937|org;funder|Oxalosis and Hyperoxaluria Fou||
GM01938|org;funder|Genesis Health Fou||
GM01939|org;funder|Okeefenokee Wildlife League||
GM0194|org;funder|General Motors Corp||
GM01940|org;funder|Medical City Dallas Hospital||
GM01941|org;funder|Schomburg Center for Research||
GM01942|org;funder|Natural Resource Defnse Cncl||
GM01943|org;funder|Public Relations Society of America||
GM01944|org;funder|Fou for Fighting Blindness||
GM01965|org;funder|Rural Sociology Society||
GM01966|org;funder|Wayne John Cancer Inst||
GM01967|org;funder|Welder Rob & Bess Wildlf Fndt||
GM01968|org;funder|Natl Honey Board||
GM01850|org;funder|Amer Soc of Echocardiography||
GM01851|org;funder|Hazardous Materials Technician & Research||
GM01852|org;funder|Natl Center for Construction Edu||
GM01853|org;funder|Blowitz-Ridgeway Fou||
GM01854|org;funder|Amer Asso of Law Libraries||
GM01855|org;funder|Woods Hole Oceanographic Inst||
GM01856|org;funder|Komen Breast Cancer Fou||
GM01857|org;funder|Southern Economic Association||
GM01858|org;funder|Oak Hall School||
GM01859|org;funder|Natl Kidney Fou of Fl||
GM0186|org;funder|Gen-Probe||
GM01860|org;funder|Archbold Biological Station||
GM01861|org;funder|Env Intercontinental||
GM01862|org;funder|So Asso of Agric Exp Sta Dir||
GM01863|org;funder|Asso of University for Research in Astronomy||
GM01864|org;funder|Columbus Zoo||
GM01865|org;funder|Miami Jewish Home & Hospital||
GM01866|org;funder|North Fl Fou for Research and Edu||
GM01708|org;funder|Pew Charitable Trusts Scho Programs||
GM01751|org;funder|Texas A&M Research Fou||
GM01752|org;funder|Texas A&M Research Fou US Sci Programmer||
GM01772|org;funder|Water Environment Research Fou||
GM01773|org;funder|West Fl Area Health Education Center||
GM01774|org;funder|Whitaker Fou||
GM01775|org;funder|Whitehall Fou||
GM01776|org;funder|Wildlife Conservation Society||
GM01777|org;funder|Winn Fou Robert H||
GM01778|org;funder|Winthrop Inst||
GM01875|org;funder|Enterprise Fl Innovation Partnership||
GM01876|org;funder|Enterprise Fl Manufacturing Partnership||
GM01877|org;funder|Enterprise Fl SW Fl Workforce Development||
GM01878|org;funder|Enterprise Fl Alachua/Bradford Jep||
GM02154|org;funder|Virginia Fou for Humanities||
GM02155|org;funder|Virginia Mason Research Center||
GM02156|org;funder|Rhode Island Hospital||
GM02157|org;funder|Memphis Zoological Society||
GM02158|org;funder|Concern Fou||
GM02159|org;funder|Amer Academic of Nursing||
GM0216|org;funder|Heart Technology Inc||
GM02160|org;funder|Amer Type Culture Collection||
GM02161|org;funder|USA Equestrian Inc||
GM02162|org;funder|Card and Inter Rad Research & Edu Fou||
GM02003|org;funder|Propane Edu & Research Cncl||
GM02004|org;funder|Beth Israel Deaconess Med Center||
GM02005|org;funder|Ashrae||
GM02006|org;funder|Natl Patient Safety Fou||
GM02007|org;funder|Inst for Study of World Politi||
GM01981|org;funder|Amer Academic of Orofacial Pain||
GM01982|org;funder|Public Health Inst||
GM01983|org;funder|Weyhrich Leadership Fund R J||
GM01984|org;funder|Aquatic Ecosys & Restorn Fou||
GM01985|org;funder|University Health System Consortium||
GM01986|org;funder|Reeve Fou Christopher & Dana||
GM01987|org;funder|Cedars Sinai Medical Center||
GM01988|org;funder|Natl Cncl on Student Develpmnt||
GM01989|org;funder|Alliance to Save Energy||
GM01803|org;funder|Air-Cond & Refrig Technician Inst||
GM01804|org;funder|Educational Testing Service||
GM01805|org;funder|Amer Water Works Asso||
GM01806|org;funder|Organic Farming Research Fou||
GM01807|org;funder|Wood Fund Frank B & Eliz P||
GM01808|org;funder|Turner Fou Inc||
GM01809|org;funder|Primate Conservation Inc||
GM0181|org;funder|Fort Dodge Laboratories||
GM01810|org;funder|Amer Academic of Otolaryngology||
GM01811|org;funder|Amer Academic of Otolaryngology Head Neck||
GM01812|org;funder|Planetary Coral Reef Fou||
GM01813|org;funder|Sou Florida Baptist Hospital||
GM01814|org;funder|SW Ped Nephrology Study Group||
GM01815|org;funder|US Civilian Research and Development Fou||
GM01816|org;funder|Fl Poultry Federation||
GM01817|org;funder|Obsessive Compulsive Fou||
GM01818|org;funder|SW Fl Research and Edu Fou Inc||
GM01819|org;funder|United Soybean Board||
GM01969|org;funder|Amer Asso Endodontists Fou||
GM0197|org;funder|Genzyme Corp||
GM01970|org;funder|Macula Fou||
GM01971|org;funder|Natl Brain Tumor Fou||
GM01972|org;funder|Peanut Fou||
GM01973|org;funder|Gadsen Cnty Tomato Growrs Asso||
GM01823|org;funder|Fl Clinical Practice Asso||
GM01824|org;funder|Schulte Research Inst||
GM01825|org;funder|Fl Leadership & Education Fou||
GM01826|org;funder|Sapient's Inst||
GM01827|org;funder|Endocrine Fellows Fou||
GM01828|org;funder|Genesis Rehab Hospital||
GM01829|org;funder|Intl Soc of Arboriculture||
GM0183|org;funder|Franklin Enterprises||
GM01830|org;funder|Amer Digestive Health Fou||
GM01831|org;funder|Jacksonville Children's Com||
GM01832|org;funder|Save the Manatee Club||
GM01833|org;funder|Fetzer Inst||
GM01834|org;funder|Amer Lyme Disease Fou||
GM01835|org;funder|Fl Endow Fou for Voc Rehab Able Trust||
GM01836|org;funder|Very Special Arts||
GM01837|org;funder|Natl Board of Med Examiners||
GM01838|org;funder|Family Visitation Center||
GM01839|org;funder|Amer Fou for Aging Research||
GM0184|org;funder|G H Besselaar Associates||
GM01840|org;funder|Interstate Shellfish Sani Conf||
GM01841|org;funder|Winn Feline Fou||
GM01842|org;funder|US Poultry and Egg Asso||
GM01843|org;funder|Asso of Research Libraries||
GM01844|org;funder|Natl Strength and Condition Fou||
GM01845|org;funder|Gulf Coast N Area Health Edu||
GM01846|org;funder|Gulf Coast S Area Health Edu||
GM01905|org;funder|Southwest Research Inst||
GM01906|org;funder|Fl Chamber of Commerce Fou||
GM01907|org;funder|Amer Fibromyalgia Syndrom Asso||
GM01908|org;funder|Mary Kay Ash Charitable Fou||
GM01909|org;funder|Hauck Fou John||
GM0191|org;funder|General Electric Courtesy||
GM0182|org;funder|Fountain of Youth Properties||
GM01820|org;funder|Amer Asso of Pharm Scientists||
GM01821|org;funder|Frontier Sci and Technician Research Fou||
GM01822|org;funder|Dana Farber Cancer Inst||
GM01918|org;funder|Amer Solar Energy Soc||
GM01919|org;funder|Natl Tuberous Sclerosis Found||
GM0192|org;funder|General Electric Courtesy Med Sys||
GM01920|org;funder|Beinecke Memorial Scholarship||
GM01921|org;funder|Food Research Inst Fou||
GM01922|org;funder|St Pete Neighborhood Housing||
GM01923|org;funder|Jacksonville Housing Partnersh||
GM01924|org;funder|Miami-Dade Neighborhd Housing||
GM01762|org;funder|UF Fou Share||
GM01763|org;funder|UF Medical Guild||
GM01764|org;funder|UF Research Fou||
GM018|org;funder|Alcon Laboratories Inc||
GM0180|org;funder|Forest Laboratories Inc||
GM01800|org;funder|Sage Fou Russell||
GM01801|org;funder|Neighborhood Housing & Development Cor||
GM01779|org;funder|Wenner-Gren Fou Anthro Research||
GM0178|org;funder|Ford Motor Courtesy||
GM01780|org;funder|Natl Academic of Sciences||
GM01781|org;funder|Natl Academic Sciences Natl Research Cncl||
GM01782|org;funder|Lawson Wilkins Ped Endocr Soc||
GM01783|org;funder|Amer Fou for Urologic Disease||
GM01784|org;funder|Big Bend Area Health Edu Center||
GM01785|org;funder|Dana Fou Charles a||
GM01786|org;funder|Childrens Hosp Boston||
