DEPTID|END_DATE|UFID|SAL_ADMIN_PLAN|JOBCODE|HR_POSITION|uri|remove|current|JOBCODE_DESCRIPTION|START_DATE
52010000|NULL|69811998|OF12|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|2014-06-06
60090000|NULL|29961924|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2014-06-13
31010450|NULL|91367875|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2014-06-06
57201000|NULL|96398841|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2014-08-22
60152300|NULL|53818708|FA12|200|1|||yes|RES ASO SCTST|2009-01-05
19070000|NULL|34354968|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2012-01-19
29110000|NULL|24984619|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2014-06-02
14020000|NULL|23505610|TA12|1812|1|||yes|APPLICATION DEVELOPER ANLST 3|1989-12-26
29170000|NULL|90531170|HOUS|294|1|||yes|CHIEF RESIDENT|2010-07-01
03020000|NULL|95692680|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2006-09-01
60754000|NULL|53920140|CTSY|743|1|||yes|CO AST PROF|2004-06-18
60730000|NULL|89422570|CTSY|743|1|||yes|CO AST PROF|1989-03-01
60140000|NULL|15522461|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2009-12-07
20010000|NULL|56191620|OF12|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|2004-07-30
60150000|NULL|95464000|US2N|805|1|||yes|SECRETARY, SR|1986-05-12
30090000|NULL|47683158|TA12|1334|1|||yes|CLINICAL PROGRAMS, CRD 2|2013-09-06
18050000|NULL|40666493|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2008-06-30
04030000|NULL|79627000|TU2N|908|1|||yes|PROGRAM AST|2002-08-05
29680240|NULL|95547340|TA12|1476|1|||yes|IT EXPERT|2014-05-12
23010000|NULL|47593981|OF12|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|2008-09-05
16360100|NULL|07340990|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2008-01-11
06030000|NULL|11646132|FWSP|1484|1|||yes|STU AST - FEDERAL COMM SERVICE|2010-09-17
12020500|NULL|34391619|FELL|396|1|||yes|PREDOC FELLOWSHIP|2014-06-25
17210600|NULL|55697740|TA12|1476|1|||yes|IT EXPERT|2006-08-16
29290100|NULL|91994456|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2013-09-14
52010000|NULL|63888190|OF12|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|2001-01-08
30040000|NULL|21286542|FACM|762|1|||yes|ASO CHAIR & CLIN ASO PROF|2014-07-18
33050000|NULL|02382565|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2004-12-03
29050903|NULL|96101043|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2013-09-03
16309001|NULL|66245685|OF12|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|2007-01-01
07700100|NULL|76642980|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2011-07-27
28311001|NULL|56064540|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2013-08-16
16220100|NULL|38443712|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2011-03-07
28100000|NULL|09633191|OF12|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|2013-04-05
36020000|NULL|11796200|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2011-10-21
60460000|NULL|47535181|CTSY|743|1|||yes|CO AST PROF|1997-01-01
33070000|NULL|19068230|FELL|396|1|||yes|PREDOC FELLOWSHIP|2014-02-28
19030000|NULL|33121204|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2014-05-26
29080000|NULL|13339620|FA12|321|1|||yes|PRG DIR & ASO PROF|1991-06-01
04050900|NULL|66827881|TU2N|908|1|||yes|PROGRAM AST|2004-08-17
32050000|NULL|91755361|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2014-03-07
16360100|NULL|25755459|FELL|396|1|||yes|PREDOC FELLOWSHIP|2010-08-16
06030000|NULL|99244861|FWSP|1484|1|||yes|STU AST - FEDERAL COMM SERVICE|2013-08-26
60140000|NULL|29566194|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2013-01-22
60470000|NULL|59047624|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2014-03-28
27010711|NULL|85500869|TA12|1476|1|||yes|IT EXPERT|2005-07-25
50010000|NULL|53712940|TU2N|797|1|||yes|CLERK|2007-05-29
32060000|NULL|35833981|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2014-05-06
29040100|NULL|01159000|TU2N|820|1|||yes|OFFICE MGR|1989-02-20
06030000|NULL|46198153|FWSP|1484|1|||yes|STU AST - FEDERAL COMM SERVICE|2011-09-12
13040100|NULL|71440066|FELL|396|1|||yes|PREDOC FELLOWSHIP|2012-07-01
62010300|NULL|01093420|US2N|829|1|||yes|HUMAN RESOURCE REP|1994-11-28
29170000|NULL|64305980|TA12|1345|1|||yes|EDUC/TRAINING PROGS, CRD 3|2008-06-30
17200300|NULL|05346910|TA12|1194|1|||yes|ACADEMIC SUPP SVCS, AST DIR 3|1999-06-07
56030601|NULL|19188112|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2009-08-21
29300500|NULL|94147997|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2013-03-13
04020000|NULL|35901033|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2014-01-29
60351100|NULL|10585460|FA12|434|1|||yes|EXT AGENT III|1999-04-09
55090100|NULL|27638961|TU2N|1592|1|||yes|LIBRARY ASSISTANT 2|2013-10-02
16900000|NULL|61919989|FELL|396|1|||yes|PREDOC FELLOWSHIP|2011-09-23
52010000|NULL|71091100|OF12|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|2004-07-30
60140000|NULL|41605440|CTSY|743|1|||yes|CO AST PROF|1992-07-15
52010000|NULL|51108120|OF12|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|2013-09-27
17060900|NULL|11110624|OF12|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|2014-08-01
60150000|NULL|66059036|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2010-06-11
27010703|NULL|40085980|US2N|892|1|||yes|AUDIO-VISUAL SPEC|1985-06-24
29020000|NULL|70734946|CTSY|1502|1|||yes|AFFL RES AST PROF|2007-10-04
14200500|NULL|38619001|TA12|1476|1|||yes|IT EXPERT|2012-06-01
29310300|NULL|62494958|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2014-01-10
48000000|NULL|71025901|TA12|1476|1|||yes|IT EXPERT|2013-01-04
60015001|NULL|78967210|TU2N|1805|1|||yes|BUSINESS ADMIN SPECIALIST I|2003-05-09
63550500|NULL|88199190|TU2N|1043|1|||yes|PLUMBER|2002-09-16
16200000|NULL|69997956|FELL|396|1|||yes|PREDOC FELLOWSHIP|2012-08-16
57140100|NULL|68514890|OF12|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|2007-11-21
16200100|NULL|42942860|FELL|396|1|||yes|PREDOC FELLOWSHIP|2012-08-31
12010000|NULL|73050280|TU2N|908|1|||yes|PROGRAM AST|2004-08-12
33070000|NULL|43183158|FELL|396|1|||yes|PREDOC FELLOWSHIP|2014-07-01
12020100|NULL|27610466|FELL|396|1|||yes|PREDOC FELLOWSHIP|2009-07-01
33050000|NULL|76696526|TA12|1476|1|||yes|IT EXPERT|2011-02-25
56020000|NULL|53676890|TA12|1409|1|||yes|MUSEUM OPERATIONS, CRD 3|2007-03-27
60354011|NULL|06284830|FA12|334|1|||yes|CTY EXT DIR & EXT AGENT III|2001-04-03
60210000|NULL|93307963|FELL|396|1|||yes|PREDOC FELLOWSHIP|2011-08-16
63520300|NULL|49635710|TU2N|1033|1|||yes|GROUNDSKEEPER|2014-08-19
60470000|NULL|74219941|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2014-01-03
28090000|NULL|06095810|OF12|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|2006-08-11
57720000|NULL|70000450|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2010-11-09
19220200|NULL|80015430|TA12|1476|1|||yes|IT EXPERT|1991-02-12
56021300|NULL|36381312|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2009-11-03
16320000|NULL|04251339|FELL|396|1|||yes|PREDOC FELLOWSHIP|2014-08-16
29050600|NULL|62101578|FACM|789|1|||yes|CLIN PROF|2009-01-01
16200000|NULL|25766516|FELL|396|1|||yes|PREDOC FELLOWSHIP|2011-08-16
16240100|NULL|81406906|FELL|396|1|||yes|PREDOC FELLOWSHIP|2012-08-31
60351066|NULL|33155130|FA12|334|1|||yes|CTY EXT DIR & EXT AGENT III|1995-08-25
06010000|NULL|80702430|TA12|1263|1|||yes|STUDENT FINAN AID, AST DIR 2|1987-10-30
60140000|NULL|48136469|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2012-08-06
16900000|NULL|66332600|CTSY|718|1|||yes|CO POSTDOC ASO|2011-10-11
60100000|NULL|10067690|TU2E|939|1|||yes|BIOLOGICAL SCIENTIST|2008-09-05
19030000|NULL|17080960|FA09|511|1|||yes|DIS PROF|1997-12-26
60180000|NULL|69683490|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2007-07-24
27280202|NULL|85285153|TU2N|820|1|||yes|OFFICE MGR|2013-01-25
16382000|NULL|45186541|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2001-10-13
52010000|NULL|30828841|OF12|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|2002-12-20
60330000|NULL|81546534|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2008-08-08
32010000|NULL|95117294|OF12|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|2014-01-03
56021400|NULL|87101469|CTSY|718|1|||yes|CO POSTDOC ASO|2008-08-27
28090000|NULL|83068550|OF12|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|2007-05-25
60732000|NULL|50853601|OF12|703|1|||yes|VIS PROF|2000-01-31
50010000|NULL|13875570|TA12|1358|1|||yes|DEVELOPMENT/ALUMNI AFF, DIR 5|1999-05-17
52010000|NULL|57670000|OF12|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|2011-05-11
60754100|NULL|36030536|TU2N|1101|1|||yes|AGRICULTURAL AST, SR|2011-02-28
48011000|NULL|21767150|TU2N|805|1|||yes|SECRETARY, SR|2014-08-01
28040000|NULL|54534661|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2013-07-17
52010000|NULL|05345280|OF12|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|2009-04-17
06030000|NULL|10964809|FWSP|1484|1|||yes|STU AST - FEDERAL COMM SERVICE|2010-06-15
60900000|NULL|10321060|TU2N|938|1|||yes|LABORATORY TECH, SR|2000-06-07
52010000|NULL|05118842|ISCR|1508|1|||yes|NRA HONARARIUM RECIPIENT|2012-06-18
16309001|NULL|15945740|OF12|67|1|||yes|ADJ LECTURER|2012-03-05
04050000|NULL|23854241|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2011-08-29
60353053|NULL|23935560|FA12|434|1|||yes|EXT AGENT III|1993-08-26
06030000|NULL|66996105|FWSP|1484|1|||yes|STU AST - FEDERAL COMM SERVICE|2012-07-06
19140000|NULL|49877750|OF12|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|2004-11-19
04020000|NULL|14460100|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2014-01-02
67010000|NULL|14388171|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2010-08-24
60330000|NULL|92583697|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2006-06-05
16360100|NULL|24019631|FELL|396|1|||yes|PREDOC FELLOWSHIP|2012-08-16
16400100|NULL|20722297|OF09|54|1|||yes|ADJ PROF|2007-07-01
52010000|NULL|61013270|OF12|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|2004-07-30
32010000|NULL|04555741|OF12|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|2014-01-09
60451000|NULL|12918262|TU2N|816|1|||yes|EXTENSION PROGRAM AST|2010-02-19
29290100|NULL|08373050|HOUS|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|2013-07-24
16240100|NULL|95172163|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2006-02-10
29120000|NULL|01990949|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2011-10-28
29040100|NULL|61371169|HOUS|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|2012-08-24
67010000|NULL|13114469|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2014-04-16
60760000|NULL|91163785|TU2E|939|1|||yes|BIOLOGICAL SCIENTIST|2007-09-07
17220100|NULL|30895621|OF12|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|2007-07-27
29010600|NULL|34021372|TU2N|908|1|||yes|PROGRAM AST|2012-09-14
56021300|NULL|26043000|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2011-08-19
07700100|NULL|82168309|TA12|1393|1|||yes|UNIV HOUSING, AST DIR 3|2012-11-30
60733000|NULL|11141855|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2013-06-18
56021300|NULL|36181515|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2014-08-01
29710100|NULL|53918834|OF12|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|2010-08-23
60190000|NULL|21240696|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2014-06-16
34100101|NULL|92404450|US2N|908|1|||yes|PROGRAM AST|1998-10-05
28050000|NULL|02174120|OF12|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|2014-07-18
16980400|NULL|21011751|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2014-07-02
67010000|NULL|95842459|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2014-05-12
29051400|NULL|04160069|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2014-06-12
18180300|NULL|22765350|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|1969-08-15
29050903|NULL|90329491|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2012-12-07
19220200|NULL|28452240|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2008-08-16
60230000|NULL|63163421|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2014-01-07
13030100|NULL|48951306|OF09|67|1|||yes|ADJ LECTURER|2003-08-08
60800000|NULL|34331550|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2014-06-13
57130100|NULL|93785600|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|1996-01-12
30040000|NULL|53456662|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2011-07-01
07200000|NULL|36329846|STBW|1489|1|||yes|HS - ASST RESIDENCE ASSISTANT|2014-08-08
55170100|NULL|59742350|US2N|805|1|||yes|SECRETARY, SR|2002-08-30
16980300|NULL|38073937|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2014-08-16
29200000|NULL|87494170|TU2E|897|1|||yes|EDITOR|2010-04-12
23010200|NULL|98119157|OF09|67|1|||yes|ADJ LECTURER|2014-08-16
60850000|NULL|18517626|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2011-01-20
60370000|NULL|91911024|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2009-08-15
19070000|NULL|11309834|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2014-08-16
60731000|NULL|53632055|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2013-05-23
23010200|NULL|98119157|OF09|67|1|||yes|ADJ LECTURER|2014-01-01
29051300|NULL|77039842|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2014-07-01
16980300|NULL|27953450|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2014-08-23
29030101|NULL|04745239|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2014-05-12
29130000|NULL|71321742|HOUS|294|1|||yes|CHIEF RESIDENT|2011-07-01
29110000|NULL|03024661|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2010-12-03
19070000|NULL|30151931|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2014-08-18
18050000|NULL|72978020|FA09|397|1|||yes|SCH DIR & PROF|2001-08-10
16960300|NULL|75130384|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2014-08-18
23020000|NULL|23559188|OF09|67|1|||yes|ADJ LECTURER|2013-08-16
19070000|NULL|12240720|OF12|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|2009-07-10
16140100|NULL|91911465|OF09|67|1|||yes|ADJ LECTURER|2014-08-16
18050000|NULL|42817450|OF09|67|1|||yes|ADJ LECTURER|2014-08-16
52010000|NULL|15611210|OF12|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|2013-04-19
52010000|NULL|54279990|OF12|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|2004-08-13
60460000|NULL|15074161|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2014-04-01
05310000|NULL|91692946|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2012-11-20
12020900|NULL|34197913|FELL|396|1|||yes|PREDOC FELLOWSHIP|2013-08-16
60140000|NULL|93129656|GA12|538|1|||yes|GRADUATE RES AST|2014-08-16
60140000|NULL|42609421|CTSY|743|1|||yes|CO AST PROF|2000-01-01
28090000|NULL|70451321|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2014-02-25
56030400|NULL|30892920|TA12|1409|1|||yes|MUSEUM OPERATIONS, CRD 3|2009-09-25
16010900|NULL|11805590|TA12|1801|1|||yes|BUSINESS ADMIN SPECIALIST III|1980-03-13
56030000|NULL|74365011|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2005-01-28
60460000|NULL|43767173|CTSY|743|1|||yes|CO AST PROF|2008-02-25
60354029|NULL|93111979|CTSY|1790|1|||yes|PROGRAM COUNTY EXT AGENT III|2005-02-07
17030100|NULL|61644741|OF12|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|2011-05-27
67010000|NULL|16724786|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2008-10-17
30090000|NULL|94196829|FACM|789|1|||yes|CLIN PROF|2009-02-06
29150000|NULL|17446615|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2013-08-09
29700100|NULL|97244660|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2013-08-16
12010000|NULL|69961274|FELL|396|1|||yes|PREDOC FELLOWSHIP|2012-08-16
60820000|NULL|09598549|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2014-05-08
29090700|NULL|59741510|TA12|1335|1|||yes|CLINICAL PROGRAMS, CRD 3|2011-03-11
19020000|NULL|45519665|CTSY|729|1|||yes|CO SCHOLAR|2014-01-03
07700100|NULL|45801184|TA12|1393|1|||yes|UNIV HOUSING, AST DIR 3|2007-06-01
34170200|NULL|81813491|CTSY|729|1|||yes|CO SCHOLAR|2013-12-06
17010500|NULL|53195020|OF09|67|1|||yes|ADJ LECTURER|2007-08-09
29080100|NULL|34121340|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2010-07-01
16520000|NULL|19691140|TA12|1261|1|||yes|STUDENT AFFAIRS, , CRD 1|1987-05-01
06030000|NULL|44146889|FWSP|1484|1|||yes|STU AST - FEDERAL COMM SERVICE|2011-10-03
29060000|NULL|23911775|FELL|396|1|||yes|PREDOC FELLOWSHIP|2014-08-16
16400100|NULL|89189286|FELL|396|1|||yes|PREDOC FELLOWSHIP|2013-08-30
15020100|NULL|07437700|CTSY|743|1|||yes|CO AST PROF|2009-02-11
29170000|NULL|03410939|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2013-08-02
28040000|NULL|56030450|CTSY|743|1|||yes|CO AST PROF|2011-09-26
57140100|NULL|14073361|CTSY|737|1|||yes|CO ASO SCTST|1989-01-01
60910000|NULL|11401376|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2005-05-20
27010701|NULL|78389809|TU2N|865|1|||yes|IT INTERMEDIATE|2013-09-04
60080000|NULL|44348000|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2013-10-11
16980300|NULL|17416916|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2009-10-30
11010000|NULL|25011720|OF12|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|2013-05-20
29060000|NULL|82745650|TU2N|937|1|||yes|LABORATORY TECH|2005-01-18
02120000|NULL|25343641|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2013-10-21
19090100|NULL|60416929|OF12|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|2011-04-29
34100400|NULL|14773800|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2011-03-18
19090100|NULL|37495201|FELL|396|1|||yes|PREDOC FELLOWSHIP|2014-07-01
12010000|NULL|35528880|FELL|396|1|||yes|PREDOC FELLOWSHIP|2012-05-15
52010000|NULL|66488930|OF12|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|2008-07-23
29180300|NULL|14458120|CTSY|743|1|||yes|CO AST PROF|2011-06-01
13500000|NULL|06934999|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2013-12-11
63650200|NULL|92115493|TU2N|1043|1|||yes|PLUMBER|2004-02-17
63400200|NULL|06379169|TU2N|1066|1|||yes|CUSTODIAL SPV|2003-10-03
14800000|NULL|92201480|TA12|1812|1|||yes|APPLICATION DEVELOPER ANLST 3|2003-02-17
60950000|NULL|11631190|TU2N|1101|1|||yes|AGRICULTURAL AST, SR|2003-12-19
06030000|NULL|88385878|FWSP|1484|1|||yes|STU AST - FEDERAL COMM SERVICE|2009-02-02
28090000|NULL|91801678|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2013-11-29
11030000|NULL|72807240|TU2N|797|1|||yes|CLERK|2014-03-04
60230000|NULL|79211150|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|1994-02-28
16480000|NULL|83228080|TU2N|820|1|||yes|OFFICE MGR|2013-09-23
60070000|NULL|94478050|CTSY|743|1|||yes|CO AST PROF|2000-01-01
29150100|NULL|12498854|FELL|396|1|||yes|PREDOC FELLOWSHIP|2012-06-08
16940100|NULL|63139067|OF09|67|1|||yes|ADJ LECTURER|2009-07-01
29150000|NULL|96412186|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2013-08-19
16309001|NULL|89101848|OF12|67|1|||yes|ADJ LECTURER|2010-05-14
60731000|NULL|33177061|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|1985-06-03
19010400|NULL|69355930|TA12|1476|1|||yes|IT EXPERT|1995-12-20
34060500|NULL|19728187|CTSY|178|1|||yes|CO CLIN POSTDOC ASO|2014-05-13
13020100|NULL|98545641|CTSY|743|1|||yes|CO AST PROF|2014-01-01
29210000|NULL|19800070|OF12|54|1|||yes|ADJ PROF|2005-08-01
29290100|NULL|85368200|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2013-02-01
60210000|NULL|52986801|FELL|396|1|||yes|PREDOC FELLOWSHIP|2013-08-16
29141900|NULL|74728350|FACM|291|1|||yes|CHIEF & PROF|1994-07-28
32080200|NULL|61110440|OF12|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|2011-09-21
29141600|NULL|64133960|TU2N|820|1|||yes|OFFICE MGR|2003-06-06
12010300|NULL|80631067|TU2E|897|1|||yes|EDITOR|2011-01-03
16200100|NULL|73291990|FELL|396|1|||yes|PREDOC FELLOWSHIP|2013-08-16
33160000|NULL|15708549|FA12|321|1|||yes|PRG DIR & ASO PROF|2007-07-01
60850000|NULL|63353939|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2014-04-21
60070000|NULL|15877261|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2008-03-03
23010200|NULL|07219290|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2013-08-16
60460000|NULL|44129177|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2014-03-05
16280000|NULL|11381313|CTSY|743|1|||yes|CO AST PROF|2008-08-06
14340300|NULL|55005178|TA12|1741|1|||yes|NETWORK ENGINEER 2|2014-07-25
33050000|NULL|99995429|TU2N|908|1|||yes|PROGRAM AST|2006-05-05
32080500|NULL|88520100|TU2N|820|1|||yes|OFFICE MGR|2001-08-13
29310201|NULL|36781359|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2011-10-28
33050000|NULL|34189139|CTSY|718|1|||yes|CO POSTDOC ASO|2007-10-01
35030200|NULL|95900220|TA12|1335|1|||yes|CLINICAL PROGRAMS, CRD 3|1990-06-22
17210200|NULL|23013880|TA12|1476|1|||yes|IT EXPERT|2004-08-16
60732000|NULL|61538471|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2012-10-15
16940100|NULL|95645149|GA09|537|1|||yes|GRADUATE TCH ASO|2008-08-16
34060500|NULL|49969536|CTSY|178|1|||yes|CO CLIN POSTDOC ASO|2013-05-13
67010000|NULL|01812380|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2004-06-18
62060200|NULL|10154201|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2010-10-29
18180300|NULL|33211319|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2013-01-02
52010000|NULL|64906801|OF12|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|2014-03-28
18080000|NULL|34510960|US2N|820|1|||yes|OFFICE MGR|1995-01-03
52010000|NULL|69531869|OF12|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|2012-08-03
29170000|NULL|14712570|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2007-02-09
06010000|NULL|46460990|TU2N|820|1|||yes|OFFICE MGR|2006-11-27
29050401|NULL|94496240|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|1992-08-31
29092300|NULL|45915556|TU2E|939|1|||yes|BIOLOGICAL SCIENTIST|2004-07-02
63550500|NULL|78911479|TU2N|1043|1|||yes|PLUMBER|2009-01-16
29340000|NULL|59495660|OF12|54|1|||yes|ADJ PROF|2012-06-01
